HLUTVERK,GLJ_ID,DNR,LAGNINGARAR,EIGANDI,dagsetning,X,Y,TENGINR,GREIN
Götuljós,24426,660,1988,Gatnamálastofa-rekstur/viðhald,1996/02/14,359353.502,407606.67,,
Götuljós,3203,894,2018,Gatnamálastofa-rekstur/viðhald,1994/04/22,359943.197,408035.825,,
Götuljós,2292,52,1995,Gatnamálastofa-rekstur/viðhald,1995/02/08,360422.03,407507.768,,
Götuljós,28909,403,1996,Gatnamálastofa-rekstur/viðhald,1996/09/04,360964.468,407759.658,,
Götuljós,3601,590,1993,Gatnamálastofa-rekstur/viðhald,1994/04/22,360247.669,407003.728,,
Hátt mastur,67545,1162,2006,Faxaflóahafnir sf,2006/12/06,360636.029,409010.194,,
Hátt mastur,67547,1162,2006,Faxaflóahafnir sf,2006/12/06,360547.837,408943.89,,
Götuljós,27648,549,1993,Gatnamálastofa-rekstur/viðhald,1995/11/01,363680.658,407878.588,,
Götuljós,65490,446,2005,Vegagerðin,2005/09/13,358899.417,406510.068,,
Götuljósahönk,,496,2012,,2012/05/18,358733.1301,407696.6703,,
Götuljós,2323,52,1981,Gatnamálastofa-rekstur/viðhald,1995/05/04,360823.934,407183.456,,
Götuljósahönk,0,0,2002,,2003/02/03,359993.067,405971.837,,
Götuljós,27999,605,1995,Gatnamálastofa-rekstur/viðhald,1996/02/27,362428.852,403941.797,,
Götuljós,38004,647,2002,Gatnamálastofa-rekstur/viðhald,2002/11/08,361388.797,403458.647,,
Götuljós,24078,653,1984,Gatnamálastofa-rekstur/viðhald,1994/06/24,363892.265,406330.189,,
Götuljós,6570,182,1988,Gatnamálastofa-rekstur/viðhald,1993/12/31,355557.079,408457.685,,
Götuljós,14674,444,1960,Vegagerðin,1996/05/15,359071.054,406948.584,,
Niðurgrafið,0,4,2003,,2003/11/04,356876.37,408145.595,,
Götuljós,28204,24,1995,Gatnamálastofa-rekstur/viðhald,1995/12/13,357485.356,405447.815,,
Götuljós,63461,800,2004,Gatnamálastofa-rekstur/viðhald,2004/10/11,365701.9196,405264.8916,,
Götuljós,23300,629,1983,Gatnamálastofa-rekstur/viðhald,1994/08/17,362801.739,405289.565,,
Götuljós,23293,629,1983,Gatnamálastofa-rekstur/viðhald,1994/08/17,362858.886,405241.089,,
Götuljós,26873,508,1993,Vegagerðin,1994/03/25,362012.862,402897.126,,
Götuljós,30897,622,1997,Vegagerðin,1998/02/12,361380.807,405524.56,,
Niðurgrafið,0,4,2003,,2003/11/04,356908.51,408128.493,,
Götuljós,25146,695,1992,Gatnamálastofa-rekstur/viðhald,1994/06/13,364524.021,407034.785,,
Götuljós,18582,505,1973,Gatnamálastofa-rekstur/viðhald,1994/03/25,361604.086,402965.886,,
Götuljós,74793,135,2010,Menntasvið Reykjavíkur,2010/12/08,362348.542,402968.159,,
Götuljós,26755,325,1994,Vegagerðin,1995/01/30,364554.048,404183.166,,
Götuljós,5882,160,1990,Gatnamálastofa-rekstur/viðhald,1994/01/12,364001.973,407218.382,,
Götuljós,23164,628,1984,Gatnamálastofa-rekstur/viðhald,1994/06/22,363706.411,406588.81,,
Götuljós,68019,695,2006,Vegagerðin,2007/02/05,364518.059,407085.929,,
Götuljós,13902,433,1994,Gatnamálastofa-rekstur/viðhald,1994/01/25,364802.27,407662.602,,
Götuljós,24346,659,1987,Gatnamálastofa-rekstur/viðhald,1994/03/07,362765.198,407242.856,,
Götuljós,24371,659,1987,Gatnamálastofa-rekstur/viðhald,1994/03/07,363275.209,407169.576,,
Götuljós,24417,659,1987,Gatnamálastofa-rekstur/viðhald,1994/03/07,362821.297,407156.207,,
Niðurgrafið,0,4,2003,,2003/11/04,356881.771,408142.722,,
Götuljós,26611,549,1993,Gatnamálastofa-rekstur/viðhald,1995/01/11,363669.153,408477.966,,
Götuljós,13687,426,1986,Gatnamálastofa-rekstur/viðhald,1994/01/18,360689.7082,408096.7203,,
Götuljós,24314,659,1987,Gatnamálastofa-rekstur/viðhald,1994/03/07,362711.531,407127.745,,
Götuljós,24373,659,1987,Gatnamálastofa-rekstur/viðhald,1994/03/07,363283.088,407267.359,,
Götuljós,26609,549,1993,Gatnamálastofa-rekstur/viðhald,1995/01/11,363603.047,408365.994,,
Götuljós,26762,325,1994,Vegagerðin,1995/01/30,364503.312,403863.667,,
Gönguljós,0,505,2001,,2002/09/02,361264.689,403538.212,,
Götuljós,18972,508,1968,Gatnamálastofa-rekstur/viðhald,1994/03/25,361823.921,403234.825,,
Götuljós,66413,100,2005,Gatnamálastofa-rekstur/viðhald,2005/05/18,357481.864,406931.206,,
Götuljós,62083,648,2003,Gatnamálastofa-rekstur/viðhald,2003/11/19,363645.836,404795.5866,,
Götuljós,15440,456,1968,Gatnamálastofa-rekstur/viðhald,1992/12/31,362221.21,403973.386,,
Götuljós,63045,732,2004,Kópavogsbær,2004/05/07,360580.208,402970.325,,
Götuljós,19477,515,1983,Gatnamálastofa-rekstur/viðhald,1992/12/31,361726.507,401900.779,,
Götuljós,65637,160,2005,Gatnamálastofa-rekstur/viðhald,2005/10/20,363896.083,407176.336,,
Götuljós,31677,13,1999,Gatnamálastofa-rekstur/viðhald,1999/03/10,357420.08,407476.05,,
Götuljós,23459,634,1983,Gatnamálastofa-rekstur/viðhald,1998/12/16,365242.783,407104.201,,
Götuljós,5855,160,1990,Vegagerðin,1994/01/14,363451.43,407267.185,,
Götuljós,13899,433,1994,Gatnamálastofa-rekstur/viðhald,1994/01/25,364652.948,407694.047,,
Götuljós,13890,433,1994,Gatnamálastofa-rekstur/viðhald,1994/01/25,364495.497,407948.82,,
Götuljós,13892,433,1993,Gatnamálastofa-rekstur/viðhald,1994/01/25,364479.447,407915.64,,
Götuljós,29582,155,1996,Gatnamálastofa-rekstur/viðhald,1997/01/20,364582.689,408827.053,,
Götuljós,34189,549,2000,Gatnamálastofa-rekstur/viðhald,2000/12/14,363748.6886,407667.9619,,
Götuljós,65477,702,2005,Vegagerðin,2005/09/06,366311.872,407837.433,,
Götuljós,13894,433,1994,Gatnamálastofa-rekstur/viðhald,1994/01/25,364515.022,407890.92,,
Götuljós,65065,432,2005,Vegagerðin,2005/05/18,357140.495,407069.742,,
Götuljós,24577,670,1987,Gatnamálastofa-rekstur/viðhald,1994/03/07,363101.378,406804.924,,
Götuljósalykkja,,0,2007,,2008/01/22,366718.304,406272.975,,
Götuljós,13897,433,1994,Gatnamálastofa-rekstur/viðhald,1994/01/25,364578.578,407754.951,,
Götuljós,20888,549,1993,Gatnamálastofa-rekstur/viðhald,1994/01/12,363539.6211,407708.0734,,
Götuljósahönk,0,0,2002,,2002/11/25,357019.738,408280.675,,
Götuljósahönk,0,76,1993,,1993/12/31,357026.612,408170.477,,
Tengill,,712,2003,,2003/11/24,357226.471,408196.592,,
Tengill,,712,2003,,2003/11/24,357166.435,408229.531,,
Tengill,,712,2003,,2003/11/24,357182.423,408219.807,,
Götuljósahönk,0,496,1994,,1995/04/18,358854.541,407713.506,,
Götuljós,62616,450,2003,Gatnamálastofa-rekstur/viðhald,2004/01/06,361230.968,406728.912,,
Götuljósahönk,,0,2004,,2004/02/13,364006.329,408250.652,,
Götuljós,5880,160,1990,Gatnamálastofa-rekstur/viðhald,1994/01/12,363942.749,407227.96,,
Götuljós,5876,160,1991,Gatnamálastofa-rekstur/viðhald,1994/01/12,363920.243,407239.479,,
Götuljós,18955,508,1980,Gatnamálastofa-rekstur/viðhald,1994/03/23,361893.101,402705.138,,
Götuljós,18951,508,1980,Gatnamálastofa-rekstur/viðhald,1994/03/23,361950.879,402714.832,,
Götuljós,18950,508,1980,Gatnamálastofa-rekstur/viðhald,1994/03/23,361928.838,402744.871,,
Polli,63274,800,2002,Orkuveita Reykjavíkur,2004/09/15,365559.504,405566.13,,
Götuljós,27293,590,1995,Gatnamálastofa-rekstur/viðhald,1994/04/25,360069.3877,407240.24,,
Götuljós,3715,100,1990,Gatnamálastofa-rekstur/viðhald,1994/07/26,357879.3304,406616.7773,,
Götuljós,15458,456,1970,Gatnamálastofa-rekstur/viðhald,1992/12/31,361765.535,404057.844,,
Götuljós,65962,515,2005,Gatnamálastofa-rekstur/viðhald,2005/12/29,361661.409,401781.193,,
Götuljósahönk,0,0,1996,,1996/12/16,363729.467,403859.135,,
Götuljós,6970,207,1973,Gatnamálastofa-rekstur/viðhald,1994/08/22,362564.957,403695.59,,
Götuljós,21034,566,1973,Gatnamálastofa-rekstur/viðhald,1994/08/22,363385.284,403758.27,,
Götuljós,13896,433,1994,Gatnamálastofa-rekstur/viðhald,1994/01/25,364554.868,407799.038,,
Götuljós,50381,800,2002,Leikskólar Reykjavíkur,2003/03/28,365590.751,405422.6,,
Götuljós,35009,241,2000,Gatnamálastofa-rekstur/viðhald,2001/05/15,360616.792,405922.5,,
Götuljós,69150,93,2007,Gatnamálastofa-rekstur/viðhald,2007/11/07,362086.671,405497.479,,
Götuljós,64663,111,2005,Gatnamálastofa-rekstur/viðhald,2005/05/02,365428.041,405835.97,,
Götuljós,3640,310,1985,Gatnamálastofa-rekstur/viðhald,1994/04/22,359761.1009,407328.4713,,
Götuljós,26780,325,2003,Vegagerðin,1995/01/30,364716.972,404211.986,,
Götuljós,26764,325,1994,Vegagerðin,1995/01/30,364508.831,403769.876,,
Götuljós,20420,537,2007,Gatnamálastofa-rekstur/viðhald,1994/03/23,361784.508,402450.818,,
Götuljós,5166,135,2015,Gatnamálastofa-rekstur/viðhald,1994/01/27,362399.1504,402929.2181,,
Götuljós,5123,135,1978,Gatnamálastofa-rekstur/viðhald,1994/01/27,362380.382,402859.067,,
Götuljós,20942,566,1973,Gatnamálastofa-rekstur/viðhald,1994/08/22,363040.784,403853.705,,
Götuljós,27995,605,1995,Gatnamálastofa-rekstur/viðhald,1996/02/27,362446.736,404102.321,,
Götuljós,35720,1150,2001,Gatnamálastofa-rekstur/viðhald,2001/11/07,359157.848,408057.829,,
Götuljós,0,0,2011,,1994/03/16,356801.191,408656.694,,
Götuljós,13907,433,1994,Gatnamálastofa-rekstur/viðhald,1994/01/25,364657.86,407804.372,,
Götuljós,31185,27,1998,Gatnamálastofa-rekstur/viðhald,1998/07/23,355989.648,407296.99,,
Götuljós,14313,438,1979,Gatnamálastofa-rekstur/viðhald,1994/01/13,364156.809,404320.439,,
Götuljós,66456,432,2005,Gatnamálastofa-rekstur/viðhald,2005/05/18,357648.83,406877.729,,
Götuljós,34338,709,2000,Gatnamálastofa-rekstur/viðhald,2001/02/26,363675.33,405730.631,,
Götuljós,5885,160,1990,Gatnamálastofa-rekstur/viðhald,1994/01/12,364060.469,407258,,
Götuljós,19399,515,1995,Gatnamálastofa-rekstur/viðhald,1991/12/31,361595.011,402064.816,,
Götuljós,2711,62,1969,Gatnamálastofa-rekstur/viðhald,1995/12/21,356131.683,408742.183,,
Niðurgrafið,0,4,2003,,2003/11/04,356873.931,408145.194,,
Götuljós,26600,549,1993,Gatnamálastofa-rekstur/viðhald,1995/01/11,363461.074,407776.892,,
Götuljós,25898,549,1993,Gatnamálastofa-rekstur/viðhald,1995/01/11,363587.739,408323.752,,
Götuljósahönk,0,0,1998,,2000/07/03,362496.0523,418638.3282,,
Götuljós,15734,463,1993,Gatnamálastofa-rekstur/viðhald,1995/12/13,357605.882,408113.938,,
Götuljós,15733,463,1993,Gatnamálastofa-rekstur/viðhald,1995/12/13,357620.8567,408123.1496,,
Götuljós,37565,155,2000,Menntasvið Reykjavíkur,2002/10/17,364218.0518,408457.6857,,
Götuljós,237,6,1969,Gatnamálastofa-rekstur/viðhald,1995/01/10,358189.265,407711.323,,
Niðurgrafið,,4,2003,,2003/11/04,356955.492,408067.75,,
Niðurgrafið,,4,2003,,2003/11/04,356925.731,408086.379,,
Götuljós,62636,155,2003,Gatnamálastofa-rekstur/viðhald,2004/01/07,364301.004,408366.733,,
Götuljós,67766,433,2006,Gatnamálastofa-rekstur/viðhald,2006/12/14,364747.287,407885.803,,
Götuljós,64777,111,2005,Húsasmiðjan ehf.,2005/05/27,365435.136,406080.804,,
Götuljós,24146,653,1991,Gatnamálastofa-rekstur/viðhald,1994/06/24,364052.361,406412.4,,
Götuljós,72665,1109,2009,Gatnamálastofa-rekstur/viðhald,2009/04/22,369102.26,413093.591,,
Götuljós,0,9999,1982,,2000/02/23,357629.269,407223.577,,
Götuljós,5887,160,1990,Gatnamálastofa-rekstur/viðhald,1994/01/12,364069.545,407316.878,,
Götuljós,5893,160,1990,Gatnamálastofa-rekstur/viðhald,1994/01/12,364110.212,407504.706,,
Götuljós,35679,640,2000,Gatnamálastofa-rekstur/viðhald,2001/11/07,364559.766,405586.046,,
Götuljós,25167,695,1989,Gatnamálastofa-rekstur/viðhald,1994/06/13,364462.601,406821.643,,
Götuljós,5886,160,1990,Gatnamálastofa-rekstur/viðhald,1994/01/12,364065.348,407292.716,,
Götuljós,30952,622,1997,Vegagerðin,1998/02/17,361454.173,405446.963,,
Upplýst skilti,62750,415,2003,Gatnamálastofa-rekstur/viðhald,2003/02/19,359718.863,406996.309,,
Götuljós,26303,438,1994,Íþrótta- og tómstundaráð Rvíkur,1994/01/25,363853.179,403998.338,,
Götuljós,75136,1195,2011,Gatnamálastofa-rekstur/viðhald,2011/04/01,366866.255,406244.888,,
Götuljós,4516,463,1996,Vegagerðin,1996/01/31,357741.3211,408285.7879,,
Tengikassi/tafla,,100,2012,,2012/02/17,357698.25,406953.365,,
Götuljós,21420,515,1993,Gatnamálastofa-rekstur/viðhald,1991/12/31,361534.651,402375.655,,
Götuljós,26728,444,1981,Gatnamálastofa-rekstur/viðhald,1996/05/09,359176.322,407158.363,,
Strætóskýli,66332,446,2005,Gatnamálastofa-rekstur/viðhald,2006/03/14,358814.9042,406210.3747,,
Götuljós,70222,808,2008,Faxaflóahafnir sf,2007/10/09,360451.6746,409018.8092,,
Götuljós,70226,808,2008,Faxaflóahafnir sf,2007/10/09,360509.683,409101.484,,
Götuljós,74819,24,2010,Háskólinn í Reykjavík ehf,2010/12/20,357467.3767,405502.6864,,
Götuljós,74823,24,2010,Háskólinn í Reykjavík ehf,2010/12/20,357467.4803,405518.1829,,
Götuljós,3796,100,1990,Vegagerðin,1994/07/26,357699.4987,406988.7826,,
Götuljós,62680,581,2004,"Skeljagrandi 2-8,húsfélag       ",2004/01/26,354962.063,408641.798,,
Götuljós,64214,646,2004,Gatnamálastofa-rekstur/viðhald,2004/12/23,360373.821,406239.745,,
Götuljós,60725,446,2002,Gatnamálastofa-rekstur/viðhald,2002/08/21,358672.648,406163.382,,
Götuljós,27980,605,1995,Gatnamálastofa-rekstur/viðhald,1996/02/27,362453.619,404204.606,,
Götuljós,5867,160,1990,Vegagerðin,1994/01/14,363938.3963,407181.8614,,
Götuljós,5892,160,1990,Gatnamálastofa-rekstur/viðhald,1994/01/12,364113.003,407470.609,,
Götuljós,32028,894,1998,Gatnamálastofa-rekstur/viðhald,1999/04/26,359447.817,408066.346,,
Götuljós,16746,479,1993,Gatnamálastofa-rekstur/viðhald,1994/04/18,361877.773,404538.867,,
Götuljós,22080,605,1993,Gatnamálastofa-rekstur/viðhald,1994/04/18,362375.818,404463.093,,
Götuljós,21419,515,1993,Gatnamálastofa-rekstur/viðhald,1991/12/31,361565.512,402360.656,,
Gönguljós,0,505,2001,,2002/09/02,361258.533,403524.533,,
Götuljós,24669,670,1992,Gatnamálastofa-rekstur/viðhald,1994/01/12,363429.0801,407535.0938,,
Götuljós,5891,160,1990,Gatnamálastofa-rekstur/viðhald,1994/01/12,364108.601,407446.018,,
Götuljós,37217,501,2001,Leikskólar Reykjavíkur,2002/10/07,362816.05,403663.365,,
Götuljós,15460,456,1970,Gatnamálastofa-rekstur/viðhald,1992/12/31,361762.972,404014.148,,
Götuljósahönk,0,0,1999,,2000/05/17,364689.319,408465.204,,
Götuljós,67057,844,2006,Gatnamálastofa-rekstur/viðhald,2006/09/08,366270.232,405372.823,,
Götuljós,8502,268,1969,Gatnamálastofa-rekstur/viðhald,2002/11/05,358242.182,407642.351,,
Götuljós,2521,57,1978,Gatnamálastofa-rekstur/viðhald,1994/05/16,355784.111,408504.81,,
Götuljós,5881,160,1990,Gatnamálastofa-rekstur/viðhald,1994/01/12,363972.461,407223.646,,
Götuljós,19219,1264,1978,Vegagerðin,1995/08/22,358992.094,408151.343,,
Götuljós,238,6,1969,Gatnamálastofa-rekstur/viðhald,1995/01/10,358181.862,407685.187,,
Götuljós,19233,1264,1978,Vegagerðin,1995/08/22,358998.197,408181.237,,
Niðurgrafið,,4,2003,,2003/11/04,356935.408,408080.642,,
Niðurgrafið,,4,2003,,2003/11/04,356936.483,408080.004,,
Götuljós,24881,684,1991,Gatnamálastofa-rekstur/viðhald,1994/03/08,364966.248,407382.814,,
Götuljós,24671,670,1992,Gatnamálastofa-rekstur/viðhald,1994/01/12,363444.0174,407623.3071,,
Götuljós,23275,629,1984,Gatnamálastofa-rekstur/viðhald,1994/08/17,362588.255,405349.807,,
Götuljós,23289,629,1984,Gatnamálastofa-rekstur/viðhald,1994/08/17,362904.547,405139.179,,
Götuljós,26865,508,1968,Vegagerðin,1994/03/25,361860.9,403177.037,,
Götuljós,18490,505,1977,Gatnamálastofa-rekstur/viðhald,1994/03/25,361437.208,403270.225,,
Götuljós,64719,432,2005,Vegagerðin,2005/05/18,356773.627,407438.216,,
Götuljós,35555,160,2000,"Flétturimi 32-38,húsfélag       ",2001/11/01,363859.112,407565.036,,
Götuljós,0,9999,1982,,2000/02/23,357635.644,407186.242,,
Götuljós,0,9999,1982,,2000/02/23,357626.26,407178.224,,
Götuljós,65638,653,2005,Gatnamálastofa-rekstur/viðhald,2005/10/20,363683.6,406456.764,,
Götuljós,67125,1187,2006,Gatnamálastofa-rekstur/viðhald,2006/09/19,359052.364,407663.371,,
Götuljós,35016,241,2000,Vegagerðin,2000/09/25,360569.972,405808.69,,
Götuljós,3314,82,1981,Gatnamálastofa-rekstur/viðhald,1996/05/17,359502.108,407232.94,,
Götuljós,74350,404,2010,Gatnamálastofa-rekstur/viðhald,2010/06/21,363147.0242,417963.3626,,
Götuljós,15447,456,1970,Gatnamálastofa-rekstur/viðhald,1992/12/31,361745.3519,403944.3654,,
Götuljós,7585,241,1972,Vegagerðin,1990/12/31,360186.006,406042.791,,
Götuljós,26758,325,1994,Vegagerðin,1995/01/30,364529.246,404041.33,,
Götuljós,15769,463,1993,Rekstrarfélag stjórnarráðsbygg,1995/12/13,357400.608,408293.897,,
Niðurgrafið,,4,2003,OR - Veitur,2003/11/04,356872.6411,408113.0476,,
Niðurgrafið,,4,2003,,2003/11/04,356946.854,408073.636,,
Götuljós,61703,505,2003,,2003/09/25,361310.197,403116.01,,
Götuljósahönk,,505,2003,,2003/09/25,361332.992,403108.452,,
Götuljós,3156,76,1984,Gatnamálastofa-rekstur/viðhald,1996/05/08,357029.2357,408206.6783,,
Götuljós,65417,702,2005,Vegagerðin,2005/09/06,365943.415,407476.064,,
Siglingaljós,0,0,1993,OR - Veitur,2000/01/10,356892.767,408510.939,,
Götuljós,65478,702,2005,Vegagerðin,2005/09/06,366274.605,407802.827,,
Niðurgrafið,,4,2003,OR - Veitur,2003/11/04,356891.8416,408106.8287,,
Götuljós,25897,549,1993,Gatnamálastofa-rekstur/viðhald,1995/01/11,363541.84,408196.792,,
Götuljós,25584,76,1995,Gatnamálastofa-rekstur/viðhald,2002/12/19,356920.801,408259.184,,
Götuljós,5877,160,1991,Gatnamálastofa-rekstur/viðhald,1994/01/12,363899.791,407235.704,,
Götuljós,5884,160,1990,Gatnamálastofa-rekstur/viðhald,1994/01/12,364051.43,407228.201,,
Götuljós,16755,479,1993,Gatnamálastofa-rekstur/viðhald,1994/04/18,362182.805,404444.826,,
Götuljós,12621,869,1959,Gatnamálastofa-rekstur/viðhald,1995/01/10,358986.27,407292.939,,
GL-loftlínustólpi,22017,605,1995,Gatnamálastofa-rekstur/viðhald,1994/02/01,362705.0233,404364.7736,,
Götuljós,72747,787,2009,Gatnamálastofa-rekstur/viðhald,2009/04/24,366239.469,407183.062,,
Götuljós,72774,325,2009,Gatnamálastofa-rekstur/viðhald,2009/04/30,364625.249,404105.927,,
Götuljós,27943,6,1969,Gatnamálastofa-rekstur/viðhald,1995/11/14,358107.845,407371.233,,
Götuljós,74352,43,1995,Vegagerðin,2010/07/26,357565.7943,408392.6567,,
Götuljós,137,5,1970,Gatnamálastofa-rekstur/viðhald,1997/02/17,357092.209,407994.706,,
Götuljós,74534,135,2010,Menntasvið Reykjavíkur,2010/09/29,362404.89,402998.184,,
Götuljós,74639,41,2010,Húsfélag alþýðu,2010/11/12,356280.1408,408151.4133,,
Götuljós,74651,483,2010,Gatnamálastofa-rekstur/viðhald,2010/11/16,356272.5901,407067.1206,,
Götuljós,74659,483,2010,Gatnamálastofa-rekstur/viðhald,2010/11/16,356234.7393,407081.3844,,
Götuljós,15761,463,1968,Gatnamálastofa-rekstur/viðhald,1995/12/13,357422.504,408265.608,,
Götuljósahönk,0,2,1985,,1994/12/23,356301.591,407576.41,,
Niðurgrafið,76307,4,1992,,2003/12/08,356925.771,408097.367,,
Niðurgrafið,76299,4,1992,,2003/12/08,356947.659,408084.831,,
Niðurgrafið,75343,5,2011,Listasafn Reykjavíkur,2011/09/05,357125.0771,408227.0632,,
Götuljós,28913,403,1996,Gatnamálastofa-rekstur/viðhald,1996/09/04,360907.893,407632.538,,
Götuljós,38333,800,2001,Gatnamálastofa-rekstur/viðhald,2002/11/14,365088.153,405652.113,,
Götuljós,5879,160,1990,Vegagerðin,1994/01/12,363912.474,407204.388,,
Götuljós,27773,433,1995,Gatnamálastofa-rekstur/viðhald,1996/02/20,364263.463,408058.978,,
Götuljós,30426,433,1997,Gatnamálastofa-rekstur/viðhald,1997/12/09,364666.797,407942.179,,
Götuljós,68044,432,2007,Vegagerðin,2007/02/06,357005.272,407227.032,,
Götuljós,65085,432,2005,Vegagerðin,2005/05/18,357227.412,407033.685,,
Götuljós,65086,432,2005,Vegagerðin,2005/05/18,357245.515,407038.931,,
Götuljós,66415,100,2005,Gatnamálastofa-rekstur/viðhald,2005/05/18,357528.24,406911.775,,
Götuljós,15593,456,1968,Gatnamálastofa-rekstur/viðhald,1994/03/25,362295.9976,403840.1691,,
Götuljós,28392,55,1996,Vegagerðin,1996/01/22,363060.786,405412.198,,
Götuljós,28405,629,1996,Vegagerðin,1996/01/22,363053.001,405396.288,,
Götuljósahönk,0,728,1994,,1998/07/27,364832.656,408295.891,,
Götuljós,13904,433,1994,Gatnamálastofa-rekstur/viðhald,1994/01/25,364901.037,407645.934,,
Niðurgrafið,76302,4,1992,,2003/12/08,356939.776,408089.346,,
Niðurgrafið,76310,4,1992,,2003/12/08,356963.116,408089.723,,
Götuljós,5894,160,1990,Gatnamálastofa-rekstur/viðhald,1994/01/12,364115.513,407539.381,,
Götuljós,37193,441,2002,Leikskólar Reykjavíkur,2002/10/07,358636.941,407207.631,,
Götuljós,68366,27,2007,Gatnamálastofa-rekstur/viðhald,2007/03/20,356028.486,407415.26,,
Óþekkt,,,2005,,2006/01/02,365506.321,402784.8,,
Götuljós,2376,55,1970,Gatnamálastofa-rekstur/viðhald,1990/12/31,362773.062,405576.985,,
Götuljós,13154,1264,1978,Vegagerðin,1994/03/17,358588.327,408138.707,,
Götuljós,27849,173,1995,Landsbókas.-Háskólabóka,1995/11/20,356347.386,407766.294,,
Götuljós,26605,549,1993,Gatnamálastofa-rekstur/viðhald,1995/01/11,363511.241,408112.153,,
Götuljós,23297,629,1983,Gatnamálastofa-rekstur/viðhald,1994/08/17,362797.447,405265.597,,
Götuljós,63465,800,2004,Gatnamálastofa-rekstur/viðhald,2004/10/11,365587.4989,405403.3093,,
Götuljós,66416,100,2005,Gatnamálastofa-rekstur/viðhald,2005/05/18,357548.061,406895.659,,
Götuljós,64460,842,2005,Gatnamálastofa-rekstur/viðhald,2005/03/07,365694.014,405747.809,,
Götuljós,5906,160,1990,Gatnamálastofa-rekstur/viðhald,1991/12/31,363950.625,407322.217,,
Götuljós,26855,508,1993,Vegagerðin,1992/12/31,361584.638,403461.997,,
Götuljós,38130,508,2002,Vegagerðin,2002/11/11,361344.207,403528.686,,
Götuljós,64975,727,2005,Vegagerðin,2005/05/18,356895.168,407270.573,,
Götuljós,26896,508,1993,Vegagerðin,1994/03/25,361896.839,403058.645,,
Götuljós,72457,522,2009,Fella- og Hólaprestakall,2009/03/19,363019.887,403058.262,,
Götuljósahönk,0,616,2009,,1992/12/31,362159.485,402109.718,,
Götuljós,5927,160,1992,Gatnamálastofa-rekstur/viðhald,1993/01/15,364219.334,407385.259,,
Götuljós,13553,423,1972,Gatnamálastofa-rekstur/viðhald,1994/05/16,356007.287,408220.102,,
Götuljós,3631,310,1989,Gatnamálastofa-rekstur/viðhald,1996/05/20,360007.635,407072.951,,
Götuljós,14647,443,1967,Gatnamálastofa-rekstur/viðhald,1994/05/16,355904.673,408342.959,,
Götuljósahönk,0,0,1986,,1995/11/16,360456.176,408036.327,,
Götuljós,24900,684,1991,Gatnamálastofa-rekstur/viðhald,1993/12/18,365121.217,406993.635,,
Götuljósahönk,0,0,1989,,1995/01/03,360374.21,406135.41,,
Götuljós,23759,646,1989,Gatnamálastofa-rekstur/viðhald,1995/01/03,360470.613,406153.731,,
Götuljós,24816,684,1990,Gatnamálastofa-rekstur/viðhald,1994/06/13,364867.859,406794.013,,
Tengill,,508,2010,,2010/04/29,361555.52,403493.835,,
Götuljós,74344,404,2010,Gatnamálastofa-rekstur/viðhald,2010/06/21,363139.1777,417959.4374,,
Götuljós,25899,549,1993,Gatnamálastofa-rekstur/viðhald,1995/01/11,363642.424,408445.717,,
Niðurgrafið,0,4,2003,,2003/11/04,356877.495,408143.296,,
Niðurgrafið,,4,2003,,2003/11/04,356958.928,408061.12,,
Götuljós,15567,456,1968,Gatnamálastofa-rekstur/viðhald,1992/12/31,362235.832,404039.424,,
Götuljós,64282,387,1998,Borgarholtsskóli,2005/01/12,364555.78,408195.967,,
Götuljósahönk,,0,2004,,2004/11/15,364802.237,402518.833,,
Götuljós,19365,515,1991,Gatnamálastofa-rekstur/viðhald,1991/12/31,361401.811,402211.321,,
Götuljós,10064,315,1985,Vegagerðin,1994/10/11,358816.997,405602.93,,
Götuljós,62228,241,2003,Gatnamálastofa-rekstur/viðhald,2003/12/02,360343.322,405793.873,,
Götuljós,26144,886,1994,Gatnamálastofa-rekstur/viðhald,1994/11/14,358859.135,405671.771,,
Götuljós,21619,581,1988,Gatnamálastofa-rekstur/viðhald,1993/12/31,354900.337,408628.502,,
Götuljós,28389,55,1996,Vegagerðin,1996/01/24,363074.837,405416.534,,
Götuljós,75554,0,1996,,2002/09/16,362485.805,405400.409,,
Götuljós,75557,0,1996,,2002/09/16,362477.002,405409.148,,
Götuljós,75550,0,1996,,2002/09/16,362485.674,405391.956,,
Götuljós,26354,268,1969,Gatnamálastofa-rekstur/viðhald,1996/04/11,358396.106,407655.266,,
Götuljós,71851,433,2009,Gatnamálastofa-rekstur/viðhald,2009/02/02,364182.903,408257.597,,
Götuljósahönk,0,0,2002,,2002/08/07,366778.695,405444.018,,
Götuljós,12490,886,1993,Gatnamálastofa-rekstur/viðhald,1994/10/13,359298.9844,405690.0205,,
Niðurgrafið,,4,2003,OR - Veitur,2003/11/04,356895.6151,408105.8154,,
Götuljós,29571,438,1967,Gatnamálastofa-rekstur/viðhald,1997/01/08,364195.558,404427.47,,
Tengikassi/tafla,,,2005,,2006/01/02,365520.666,402777.825,,
GL-loftlínustólpi,61634,325,2003,Gatnamálastofa-rekstur/viðhald,2003/09/23,364637.365,403958.212,,
Götuljós,61919,803,2003,Gatnamálastofa-rekstur/viðhald,2003/10/17,365680.471,405585.856,,
