HLUTVERK,GLJ_ID,DNR,LAGNINGARAR,EIGANDI,dagsetning,X,Y,TENGINR,GREIN
Götuljós,21251,578,1980,Reykjavíkurborg - eignasjóður,1994/01/26,361378.079,402710.025,32553,2
Götuljós,21254,578,1980,Reykjavíkurborg - eignasjóður,1994/01/26,361423.089,402667.097,32553,2
Götuljós,21267,578,1981,Reykjavíkurborg - eignasjóður,1994/01/26,361436.045,402689.281,32553,2
Götuljós,21256,578,1981,Reykjavíkurborg - eignasjóður,1994/01/26,361378.463,402668.534,32873,3
Götuljós,21227,578,1980,Reykjavíkurborg - eignasjóður,1994/01/26,361557.033,402648.427,32553,5
Götuljós,21275,578,1981,Reykjavíkurborg - eignasjóður,1994/01/26,361580.124,402531.549,32553,3
Götuljós,21373,578,1991,Menntasvið Reykjavíkur,1994/01/26,361139.7637,402740.9461,32873,1
Götuljós,61061,140,2001,Reykjavíkurborg - eignasjóður,2001/11/26,359573.9466,407874.1499,6307,4
Götuljós,85577,605,2023,Reykjavíkurborg - eignasjóður,2023/02/16,363107.7,404211.2,246463,
Götuljós,21259,578,1981,Reykjavíkurborg - eignasjóður,1994/01/26,361411.994,402592.837,32873,3
Götuljós,5768,154,1989,Reykjavíkurborg - eignasjóður,1990/12/31,362541.193,405814.809,80032,3
Götuljós,20782,539,1970,Reykjavíkurborg - eignasjóður,1990/12/31,362986.514,405823.705,80149,1
Götuljós,85545,605,2023,Reykjavíkurborg - eignasjóður,2023/02/16,362871.9,404342.3,246469,
Götuljós,85539,605,2023,Reykjavíkurborg - eignasjóður,2023/02/16,363187.7,404171.6,246470,
Götuljós,85578,202,2023,Reykjavíkurborg - eignasjóður,2023/02/16,363575.6,403915.5,246471,
Götuljós,85566,202,2023,Reykjavíkurborg - eignasjóður,2023/02/16,363347.7,404106.6,246472,
Götuljós,85553,202,2023,Reykjavíkurborg - eignasjóður,2023/02/16,363491.7,403990.9,246473,
Götuljós,61042,789,2002,Reykjavíkurborg - eignasjóður,2002/12/11,359571.79,408638.338,80016,1
Götuljós,17951,500,2007,Reykjavíkurborg - eignasjóður,1994/01/26,360896.814,402837.53,16718,1
Götuljós,17786,498,2018,Reykjavíkurborg - eignasjóður,2002/11/15,360322.563,405010.535,80382,1
Götuljós,17801,498,1993,Reykjavíkurborg - eignasjóður,2002/11/15,360284.146,404976.406,80382,2
Götuljós,16215,471,1978,Reykjavíkurborg - eignasjóður,2002/11/15,359961.299,405262.773,30849,1
Götuljós,16212,471,1978,Reykjavíkurborg - eignasjóður,2002/11/15,359891.804,405272.824,30849,2
Götuljós,61077,140,2001,Reykjavíkurborg - eignasjóður,2001/11/22,359361.866,407824.666,17596,1
Götuljós,61086,140,2001,Reykjavíkurborg - eignasjóður,2001/11/28,359363.109,407740.572,18070,1
Götuljós,60646,140,2001,Reykjavíkurborg - eignasjóður,2001/11/26,359514.601,407984.896,18071,5
Götuljós,60659,140,2001,Reykjavíkurborg - eignasjóður,2001/11/26,359576.695,407988.304,18072,5
Götuljós,62988,801,2004,Gatnamálastofa-rekstur/viðhald,2004/04/26,365289.627,405397.993,18099,
Götuljós,63032,801,2004,Gatnamálastofa-rekstur/viðhald,2004/05/06,365164.081,405324.866,18104,
Götuljós,71096,841,2008,Reykjavíkurborg - eignasjóður,2008/11/24,366196.134,405194.306,35246,2
Götuljós,64593,841,2005,Reykjavíkurborg - eignasjóður,2005/04/05,366279.103,405202.14,35246,3
Götuljós,21439,578,1993,Reykjavíkurborg - eignasjóður,1991/12/31,361022.919,402464.024,32873,2
Götuljós,21440,578,1993,Reykjavíkurborg - eignasjóður,1991/12/31,361073.973,402496.236,32873,2
Götuljós,21423,578,1995,Reykjavíkurborg - eignasjóður,1996/02/20,361255.521,402577.365,32873,1
Götuljós,63444,801,2004,Gatnamálastofa-rekstur/viðhald,2004/10/11,365404.7432,405044.6484,28412,
Götuljós,60266,801,2002,Gatnamálastofa-rekstur/viðhald,2003/01/08,365246.395,405347.56,28436,
Götuljós,38404,801,2001,Gatnamálastofa-rekstur/viðhald,2002/11/14,365089.966,405487.762,28440,
Götuljós,38410,801,2001,Gatnamálastofa-rekstur/viðhald,2002/11/14,365251.504,405315.61,28441,
Götuljós,38403,801,2001,Gatnamálastofa-rekstur/viðhald,2002/11/14,365065.946,405546.229,28442,
Götuljós,30448,140,1997,Reykjavíkurborg - eignasjóður,2001/12/06,359371.752,407919.235,38878,4
Götuljós,31195,140,1997,Reykjavíkurborg - eignasjóður,2001/12/06,359388.281,407867.441,38879,4
Götuljós,61072,140,2001,Reykjavíkurborg - eignasjóður,2001/11/22,359414.473,407798.389,38882,1
Götuljós,21269,578,1985,Reykjavíkurborg - eignasjóður,1994/01/26,361458.932,402636.721,32553,2
Götuljós,21221,578,1985,Reykjavíkurborg - eignasjóður,1994/01/26,361465.023,402542.545,32873,3
Götuljós,21408,578,1995,Reykjavíkurborg - eignasjóður,1994/01/26,361362.7988,402573.726,32873,3
Götuljós,21360,578,1995,Reykjavíkurborg - eignasjóður,1994/01/26,361345.269,402601.938,32873,3
Götuljós,21362,578,1992,Reykjavíkurborg - eignasjóður,1994/01/26,361309.0606,402665.898,32873,3
Götuljós,21398,578,1992,Reykjavíkurborg - eignasjóður,1994/01/26,361291.5658,402691.4086,32873,3
Götuljós,80947,578,2019,Reykjavíkurborg,2020/01/08,361193.231,402634.682,32873,1
Götuljós,80949,578,2019,Reykjavíkurborg,2020/01/08,361191.472,402656.802,32873,1
Götuljós,80937,578,2020,Reykjavíkurborg - eignasjóður,2020/01/09,361223.5709,402670.8576,32873,1
Götuljós,80938,578,2019,Reykjavíkurborg,2020/01/09,361192.8901,402686.8153,32873,1
Götuljós,81760,578,2020,Reykjavíkurborg - eignasjóður,2021/01/08,361338.361,402802.674,32873,3
Götuljós,81761,578,2020,Reykjavíkurborg - eignasjóður,2021/01/08,361350.934,402803.581,32873,3
Götuljós,82743,578,2021,Reykjavíkurborg,2021/12/13,361593,402613.4,32553,3
Götuljós,82744,578,2021,Reykjavíkurborg,2021/12/13,361581.8,402608.1,32553,3
Götuljós,82747,578,2021,Reykjavíkurborg,2021/12/13,361581.5,402595.7,32553,3
Götuljósalykkja,83473,897,2003,Reykjavíkurborg - eignasjóður,2003/10/17,364390.682,404630.067,80487,1
Götuljós,65522,897,2005,Reykjavíkurborg - eignasjóður,2005/09/19,364446.49,404376.849,80487,3
Götuljós,61894,897,2003,Reykjavíkurborg - eignasjóður,2003/10/17,364342.342,404512.804,80487,2
Götuljós,61892,897,2003,Reykjavíkurborg - eignasjóður,2003/10/17,364402.783,404610.916,80487,1
Götuljós,65525,897,2005,Reykjavíkurborg - eignasjóður,2005/09/19,364464.933,404405.475,80487,3
Götuljós,65523,897,2005,Reykjavíkurborg - eignasjóður,2005/09/19,364416.377,404362.604,80487,3
Götuljós,65529,897,2005,Reykjavíkurborg - eignasjóður,2005/09/19,364463.426,404438.456,80487,3
Götuljós,64597,841,2005,Reykjavíkurborg - eignasjóður,2005/04/05,366170.238,405313.627,35246,3
Götuljós,66176,841,2006,Reykjavíkurborg - eignasjóður,2006/01/24,366302.819,405231.707,35246,3
Götuljós,67052,801,2006,Gatnamálastofa-rekstur/viðhald,2006/09/08,365494.922,405123.336,18535,
Götuljós,28065,578,1995,Reykjavíkurborg - eignasjóður,1996/02/20,361341.131,402582.15,32873,3
Götuljós,82963,1364,2021,Reykjavíkurborg - eignasjóður,2021/12/21,357575.6,406717.4,210602,
Götuljós,82948,1364,2021,Reykjavíkurborg - eignasjóður,2021/12/21,357373.2,406831.2,210603,
Götuljós,82961,1364,2021,Reykjavíkurborg - eignasjóður,2021/12/21,357541.4,406736.3,210604,
Götuljós,82955,1364,2021,Reykjavíkurborg - eignasjóður,2021/12/21,357455,406785.9,210605,
Götuljós,82954,1364,2021,Reykjavíkurborg - eignasjóður,2021/12/21,357433.5,406798,210606,
Götuljós,82947,1364,2021,Reykjavíkurborg - eignasjóður,2021/12/21,357356.2,406840.7,210607,
Götuljós,82973,1364,2021,Reykjavíkurborg - eignasjóður,2021/12/21,357591.5,406708.5,210608,
Götuljós,82951,1364,2021,Reykjavíkurborg - eignasjóður,2021/12/21,357425.4,406802.5,210609,
Götuljós,85552,605,2023,Reykjavíkurborg - eignasjóður,2023/02/16,363133.8,404196.8,246464,
Götuljós,85573,202,2023,Reykjavíkurborg - eignasjóður,2023/02/16,363618.4,403876.7,246465,
Götuljós,85561,202,2023,Reykjavíkurborg - eignasjóður,2023/02/16,363570.4,403922.7,246466,
Götuljós,85560,202,2023,Reykjavíkurborg - eignasjóður,2023/02/16,363618.3,403873.1,246467,
Götuljós,85534,605,2023,Reykjavíkurborg - eignasjóður,2023/02/16,362975.5,404280.9,246468,
Götuljós,82958,1364,2021,Reykjavíkurborg - eignasjóður,2021/12/21,357506.1,406757.6,210597,
Götuljós,82950,1364,2021,Reykjavíkurborg - eignasjóður,2021/12/21,357407.4,406812.3,210598,
Götuljós,82949,1364,2021,Reykjavíkurborg - eignasjóður,2021/12/21,357390.4,406821.7,210599,
Götuljós,82876,1364,2021,Reykjavíkurborg - eignasjóður,2021/12/21,357343.1,406847.7,210600,
Götuljós,82962,1364,2021,Reykjavíkurborg - eignasjóður,2021/12/21,357558.5,406726.8,210601,
Götuljós,85824,62,2023,Reykjavíkurborg - eignasjóður,2023/05/03,356029.7,408593.1,253157,
Götuljós,85822,62,2023,Reykjavíkurborg - eignasjóður,2023/05/03,356054.8,408601.9,253158,
Götuljós,85823,62,2023,Reykjavíkurborg - eignasjóður,2023/05/03,356079.2,408610.3,253159,
Götuljós,61058,140,2001,Reykjavíkurborg - eignasjóður,2001/11/26,359548,407755.198,6308,4
Götuljós,21394,578,1996,Reykjavíkurborg - eignasjóður,1991/12/31,361277.489,402408.851,32873,2
Götuljós,21358,578,1996,Reykjavíkurborg - eignasjóður,1991/12/31,361259.908,402397.744,32873,2
Götuljós,21359,578,1996,Reykjavíkurborg - eignasjóður,1991/12/31,361235.561,402414.924,32873,2
Götuljós,21429,578,1990,Reykjavíkurborg - eignasjóður,1994/01/26,361236.922,402647.44,32873,1
Götuljós,21428,578,1990,Reykjavíkurborg - eignasjóður,1994/01/26,361225.317,402624.553,32873,1
Götuljós,21366,578,1991,Reykjavíkurborg - eignasjóður,1994/01/26,361134.638,402594.089,32873,1
Götuljós,21216,578,1980,Reykjavíkurborg - eignasjóður,1994/01/26,361366.118,402514.548,32873,3
Götuljós,21250,578,1980,Reykjavíkurborg - eignasjóður,1994/01/26,361397.486,402731.927,32553,2
Götuljós,21415,578,1993,Reykjavíkurborg - eignasjóður,1991/12/31,361484.362,402383.485,32873,2
Götuljós,21414,578,1993,Reykjavíkurborg - eignasjóður,1991/12/31,361468.826,402406.747,32873,2
Götuljós,21413,578,1993,Reykjavíkurborg - eignasjóður,1991/12/31,361456.917,402432.553,32873,2
Götuljós,21389,578,1993,Reykjavíkurborg - eignasjóður,1991/12/31,361538.653,402457.218,32553,4
Götuljós,21383,578,1993,Reykjavíkurborg - eignasjóður,1991/12/31,361556.222,402518.879,32553,4
Götuljós,74749,140,2010,Reykjavíkurborg - eignasjóður,2010/12/01,359536.482,407755.545,4409,1
Götuljós,74750,140,2010,Reykjavíkurborg - eignasjóður,2010/12/01,359569.48,407883.235,4410,4
Götuljós,21284,578,1981,Reykjavíkurborg - eignasjóður,1994/03/23,361672.464,402347.051,32553,3
Götuljós,85859,103,2022,Reykjavíkurborg - eignasjóður,2023/05/03,357766,407239,253190,
Götuljós,21395,578,1986,Reykjavíkurborg - eignasjóður,1991/12/31,361224.336,402327.726,32873,2
Götuljós,21864,275,1987,Reykjavíkurborg - eignasjóður,2002/05/30,356000.474,407195.414,35252,1
Götuljós,21407,578,1996,Reykjavíkurborg - eignasjóður,1994/03/23,361649.814,402342.671,32553,3
Götuljós,21242,578,1980,Reykjavíkurborg - eignasjóður,1994/01/26,361482.931,402798.864,32553,2
Götuljós,21243,578,1980,Reykjavíkurborg - eignasjóður,1994/01/26,361494.353,402773.687,32553,2
Götuljós,21244,578,1980,Reykjavíkurborg - eignasjóður,1994/01/26,361498.909,402747.467,32553,2
Götuljós,21264,578,1981,Reykjavíkurborg - eignasjóður,1994/01/26,361485.75,402671.332,32553,2
Götuljós,21247,578,1980,Reykjavíkurborg - eignasjóður,1994/01/26,361454.347,402799.111,32553,2
Götuljós,21248,578,1980,Reykjavíkurborg - eignasjóður,1994/01/26,361434.145,402776.312,32553,2
Götuljós,85572,202,2023,Reykjavíkurborg - eignasjóður,2023/02/16,363543.3,403944.2,246457,
Götuljós,85583,605,2023,Reykjavíkurborg - eignasjóður,2023/02/16,363136.9,404204.1,246458,
Götuljós,85557,202,2023,Reykjavíkurborg - eignasjóður,2023/02/16,363481.3,403987.9,246459,
Götuljós,85565,202,2023,Reykjavíkurborg - eignasjóður,2023/02/16,363463.3,404010.6,246460,
Götuljós,85551,605,2023,Reykjavíkurborg - eignasjóður,2023/02/16,363247,404164.9,246461,
Götuljós,85576,605,2023,Reykjavíkurborg - eignasjóður,2023/02/16,362785,404356.8,246462,
Götuljós,1753,41,2022,Vegagerðin,1995/11/01,356206.499,408179.66,9869,
Götuljós,21249,578,1980,Reykjavíkurborg - eignasjóður,1994/01/26,361415.182,402754.91,32553,2
Götuljós,1709,41,2022,Vegagerðin,1995/11/02,356221.404,408191.978,10089,
Götuljós,1752,41,2022,Vegagerðin,1995/11/01,356189.366,408204.342,11730,
Götuljós,4272,108,1960,Reykjavíkurborg - eignasjóður,2002/10/25,356196.598,408182.358,80218,2
Götuljós,81412,374,2020,Reykjavíkurborg - eignasjóður,2020/10/21,357576.6985,406697.7515,186273,
Götuljós,82959,1364,2021,Reykjavíkurborg - eignasjóður,2021/12/21,357524,406745.9,210593,
Götuljós,82900,1364,2021,Reykjavíkurborg - eignasjóður,2021/12/21,357546.4,406733.5,210594,
Götuljós,82956,1364,2021,Reykjavíkurborg - eignasjóður,2021/12/21,357472,406776.5,210595,
Götuljós,82957,1364,2021,Reykjavíkurborg - eignasjóður,2021/12/21,357489,406767.1,210596,
Götuljós,21287,578,1981,Reykjavíkurborg - eignasjóður,1994/03/23,361610.641,402395.912,32553,3
Götuljós,60372,1156,2000,Reykjavíkurborg - eignasjóður,2002/01/30,364583.654,405201.171,31412,2
Götuljós,60369,1156,2000,Reykjavíkurborg - eignasjóður,2002/01/30,364546.723,405141.764,31412,2
Götuljós,13741,428,2020,Reykjavíkurborg - eignasjóður,1994/02/01,363403.8893,404437.928,80490,1
Götuljós,85532,,2023,Reykjavíkurborg - eignasjóður,2023/02/16,363652.3,403844,246444,
Götuljós,85535,605,2023,Reykjavíkurborg - eignasjóður,2023/02/16,363001.7,404266.9,246445,
Götuljós,85575,605,2023,Reykjavíkurborg - eignasjóður,2023/02/16,363251.7,404170.8,246446,
Götuljós,85533,605,2023,Reykjavíkurborg - eignasjóður,2023/02/16,362844.3,404353.7,246447,
Götuljós,85554,202,2023,Reykjavíkurborg - eignasjóður,2023/02/16,363597.1,403902,246448,
Götuljós,85555,202,2023,Reykjavíkurborg - eignasjóður,2023/02/16,363303.2,404146.2,246449,
Götuljós,85528,605,2023,Reykjavíkurborg - eignasjóður,2023/02/16,362949.5,404296.1,246450,
Götuljós,2213,51,1984,Gatnamálastofa-rekstur/viðhald,1994/01/20,363402.576,405325.487,1498,
Götuljós,2210,51,1984,Gatnamálastofa-rekstur/viðhald,1994/01/20,363436.27,405325.141,7253,
Götuljós,2214,51,1984,Gatnamálastofa-rekstur/viðhald,1994/01/20,363470.792,405324.688,1499,
Götuljós,21283,578,1981,Reykjavíkurborg - eignasjóður,1994/03/23,361705.818,402387.017,32553,3
Götuljós,21289,578,1981,Reykjavíkurborg - eignasjóður,1994/03/23,361568.343,402426.851,32553,3
Götuljós,21280,578,1981,Reykjavíkurborg - eignasjóður,1994/03/23,361646.366,402432.514,32553,3
Götuljós,21279,578,1981,Reykjavíkurborg - eignasjóður,1994/03/23,361622.056,402445.239,32553,3
Götuljós,21278,578,1981,Reykjavíkurborg - eignasjóður,1994/03/23,361606.02,402462.318,32553,3
Götuljós,21291,578,1981,Reykjavíkurborg - eignasjóður,1994/03/23,361571.403,402469.961,32553,3
Götuljós,21293,578,1982,Reykjavíkurborg - eignasjóður,1991/12/31,361192.944,402447.84,32873,2
Götuljós,21351,578,1982,Reykjavíkurborg - eignasjóður,1991/12/31,361247.409,402523.013,32873,2
Götuljós,21315,578,1982,Reykjavíkurborg - eignasjóður,1991/12/31,361265.275,402442.779,32873,2
Götuljós,21321,578,1982,Reykjavíkurborg - eignasjóður,1991/12/31,361219.959,402351.241,32873,2
Götuljós,85549,202,2023,Reykjavíkurborg - eignasjóður,2023/02/16,363306.8,404150.6,246451,
Götuljós,85536,202,2023,Reykjavíkurborg - eignasjóður,2023/02/16,363411.3,404044.5,246452,
Götuljós,85556,605,2023,Reykjavíkurborg - eignasjóður,2023/02/16,363114.7,404225.3,246453,
Götuljós,85582,605,2023,Reykjavíkurborg - eignasjóður,2023/02/16,362814.6,404354.1,246454,
Götuljós,85537,605,2023,Reykjavíkurborg - eignasjóður,2023/02/16,362923.8,404311.2,246455,
Götuljós,85550,202,2023,Reykjavíkurborg - eignasjóður,2023/02/16,363327.7,404130.1,246456,
Götuljós,21324,578,1982,Reykjavíkurborg - eignasjóður,1991/12/31,361172.609,402301.202,32873,2
Götuljós,21337,578,1982,Reykjavíkurborg - eignasjóður,1991/12/31,361234.747,402238.599,32873,2
Götuljós,21396,578,1986,Reykjavíkurborg - eignasjóður,1991/12/31,361238.532,402205.212,32873,2
Götuljós,21343,578,2005,Reykjavíkurborg - eignasjóður,1991/12/31,361305.731,402210.049,32873,2
Götuljós,21332,578,1982,Reykjavíkurborg - eignasjóður,1991/12/31,361260.195,402240.277,32873,2
Götuljós,21301,578,1982,Reykjavíkurborg - eignasjóður,1991/12/31,361127.306,402509.188,32873,2
Tengill,85192,801,2010,Reykjavíkurborg - eignasjóður,2010/03/04,365046.829,405619.002,4204,
Götuljós,73078,1198,2009,Reykjavíkurborg - eignasjóður,2009/06/11,367186.3014,405796.778,80315,2
Götuljós,21326,578,1982,Reykjavíkurborg - eignasjóður,1991/12/31,361175.858,402250.911,32873,2
Götuljós,73017,1198,2009,Reykjavíkurborg - eignasjóður,2009/06/11,367178.214,405825.221,80315,1
Götuljós,73018,1198,2009,Reykjavíkurborg - eignasjóður,2009/06/11,367186.776,405843.749,80315,1
Götuljós,78572,1198,2015,Reykjavíkurborg - eignasjóður,2015/12/15,367176.56,405877.791,80315,1
Götuljós,85559,202,2023,Reykjavíkurborg - eignasjóður,2023/02/16,363518.1,403968.5,246437,
Götuljós,85570,202,2023,Reykjavíkurborg - eignasjóður,2023/02/16,363324.6,404126.4,246438,
Götuljós,85571,202,2023,Reykjavíkurborg - eignasjóður,2023/02/16,363612.9,403853.3,246439,
Götuljós,85547,605,2023,Reykjavíkurborg - eignasjóður,2023/02/16,362816.2,404360.4,246441,
Götuljós,85543,605,2023,Reykjavíkurborg - eignasjóður,2023/02/16,363161,404183.6,246442,
Götuljós,85548,202,2023,Reykjavíkurborg - eignasjóður,2023/02/16,363528.1,403951.5,246443,
Götuljós,85563,566,2023,Veitur,2023/02/16,363622,403823.2,246488,
Götuljós,85531,566,2023,Veitur,2023/02/16,363639.6,403817.3,246489,
Götuljós,1751,41,1970,Vegagerðin,1995/11/01,356164.43,408236.654,9848,
Götuljós,1704,41,2022,Vegagerðin,1995/11/01,356195.944,408225.345,9861,
Götuljós,1703,41,2022,Vegagerðin,1995/11/01,356169.523,408259.972,9862,
Götuljós,82946,1364,2021,Reykjavíkurborg - eignasjóður,2021/12/21,357387.4,406706.9,210685,
Götuljós,82974,1364,2021,Reykjavíkurborg - eignasjóður,2021/12/21,357419.2,406689.4,210687,
Götuljós,82915,1364,2021,Reykjavíkurborg - eignasjóður,2021/12/21,357432.3,406682.2,210688,
Götuljós,21288,578,1981,Reykjavíkurborg - eignasjóður,1994/03/23,361584.719,402409.482,32553,3
Götuljós,21282,578,1981,Reykjavíkurborg - eignasjóður,1994/03/23,361693.284,402409.82,32553,3
Götuljós,21281,578,1981,Reykjavíkurborg - eignasjóður,1994/03/23,361670.617,402420.593,32553,3
Götuljós,21354,578,1994,Reykjavíkurborg - eignasjóður,1995/10/24,361440.871,402444.83,32873,2
Götuljós,21348,578,1982,Reykjavíkurborg - eignasjóður,1991/12/31,361354.739,402305.097,32873,2
Götuljós,31268,578,1998,Reykjavíkurborg - eignasjóður,1998/09/28,361135.9598,402555.5619,32873,2
Götuljós,82934,1364,2022,Reykjavíkurborg - eignasjóður,2022/01/11,357458.6,406539.5,211004,
Götuljós,82929,1364,2022,Reykjavíkurborg - eignasjóður,2022/01/11,357373.4,406598.6,211005,
Götuljós,82936,1364,2021,Reykjavíkurborg - eignasjóður,2022/01/11,357439.8,406598.1,211008,
Götuljós,82933,1364,2022,Reykjavíkurborg - eignasjóður,2022/01/11,357441.4,406551.1,211014,
Götuljós,82935,1364,2021,Reykjavíkurborg - eignasjóður,2022/01/11,357430.3,406581.1,211016,
Götuljós,82854,1364,2021,Reykjavíkurborg - eignasjóður,2022/01/11,357347.6,406868.2,211019,
Götuljós,82927,1364,2022,Reykjavíkurborg - eignasjóður,2022/01/11,357340.5,406622.3,211020,
Götuljós,21277,578,1980,Reykjavíkurborg - eignasjóður,1994/03/23,361594.934,402486.606,32553,3
Götuljós,21276,578,1981,Reykjavíkurborg - eignasjóður,1994/03/23,361592.051,402506.277,32553,3
Götuljós,21298,578,1982,Reykjavíkurborg - eignasjóður,1991/12/31,361085.486,402451.534,32873,2
Götuljós,21299,578,1982,Reykjavíkurborg - eignasjóður,1991/12/31,361102.132,402461.098,32873,2
Götuljós,21295,578,1982,Reykjavíkurborg - eignasjóður,1991/12/31,361169.26,402490.82,32873,2
Götuljós,21294,578,1982,Reykjavíkurborg - eignasjóður,1991/12/31,361182.519,402470.682,32873,2
Götuljós,21314,578,1982,Reykjavíkurborg - eignasjóður,1991/12/31,361280.374,402444.138,32873,2
Götuljós,21325,578,1982,Reykjavíkurborg - eignasjóður,1991/12/31,361174.212,402276.231,32873,2
Götuljós,21322,578,1982,Reykjavíkurborg - eignasjóður,1991/12/31,361195.193,402339.588,32873,2
Götuljós,21328,578,1982,Reykjavíkurborg - eignasjóður,1991/12/31,361246.571,402344.41,32873,2
Götuljós,85564,605,2023,Reykjavíkurborg - eignasjóður,2023/02/16,363217.1,404165.7,246433,
Götuljós,85569,202,2023,Reykjavíkurborg - eignasjóður,2023/02/16,363551.6,403932.6,246434,
Götuljós,85538,202,2023,Reykjavíkurborg - eignasjóður,2023/02/16,363386.1,404060.3,246435,
Götuljós,85546,202,2023,Reykjavíkurborg - eignasjóður,2023/02/16,363345.4,404103.8,246436,
Götuljós,85579,605,2023,Reykjavíkurborg - eignasjóður,2023/02/16,363085.3,404234.3,246481,
Götuljós,85580,479,2023,Reykjavíkurborg - eignasjóður,2023/02/16,362757.6,404363.2,246482,
Götuljós,85542,605,2023,Reykjavíkurborg - eignasjóður,2023/02/16,362898.2,404326.9,246483,
Götuljós,85567,202,2023,Reykjavíkurborg - eignasjóður,2023/02/16,363599.2,403895.8,246484,
Götuljós,85568,202,2023,Reykjavíkurborg - eignasjóður,2023/02/16,363504.7,403969.7,246485,
Götuljós,85544,202,2023,Reykjavíkurborg - eignasjóður,2023/02/16,363365.5,404081.6,246486,
Götuljós,85584,605,2023,Reykjavíkurborg - eignasjóður,2023/02/16,363081.6,404225.5,246487,
Götuljós,82898,1364,2021,Reykjavíkurborg - eignasjóður,2022/01/11,357527,406732.9,211026,
Götuljós,82937,1364,2021,Reykjavíkurborg - eignasjóður,2022/01/11,357449.5,406615.6,211034,
Götuljós,21329,578,1982,Reykjavíkurborg - eignasjóður,1991/12/31,361254.224,402318.23,32873,2
Götuljós,21320,578,1982,Reykjavíkurborg - eignasjóður,1991/12/31,361243.451,402359.557,32873,2
Götuljós,82896,1364,2021,Reykjavíkurborg - eignasjóður,2021/12/21,357403.3,406803.6,210664,
Götuljós,82918,1364,2021,Reykjavíkurborg - eignasjóður,2021/12/21,357295.7,406771.3,210665,
Götuljós,82857,1364,2021,Reykjavíkurborg - eignasjóður,2021/12/21,357302.8,406786.1,210666,
Götuljós,82867,1364,2021,Reykjavíkurborg - eignasjóður,2021/12/21,357324.2,406827.3,210667,
Götuljós,82863,1364,2021,Reykjavíkurborg - eignasjóður,2021/12/21,357317.2,406814.5,210668,
Götuljós,82881,1364,2021,Reykjavíkurborg - eignasjóður,2021/12/21,357309.7,406799.5,210669,
Götuljós,82866,1364,2021,Reykjavíkurborg - eignasjóður,2021/12/21,357399.2,406700.5,210689,
Götuljós,82860,1364,2021,Reykjavíkurborg - eignasjóður,2021/12/21,357379,406691.5,210690,
Götuljós,31269,578,1998,Reykjavíkurborg - eignasjóður,1998/09/28,361166.1901,402543.2044,32873,2
Götuljós,82882,1364,2021,Reykjavíkurborg - eignasjóður,2021/12/21,357460.3,406666.6,210691,
Götuljós,82877,1364,2021,Reykjavíkurborg - eignasjóður,2021/12/21,357445.6,406674.8,210692,
Götuljós,82865,1364,2022,Reykjavíkurborg - eignasjóður,2022/01/11,357340.6,406646.9,210914,
Götuljós,82966,1364,2021,Reykjavíkurborg - eignasjóður,2022/01/11,357483.3,406654.1,210916,
Götuljós,82853,1364,2021,Reykjavíkurborg - eignasjóður,2022/01/11,357357.3,406885.7,210918,
Götuljós,82940,1364,2021,Reykjavíkurborg - eignasjóður,2022/01/11,357475.5,406658.4,210920,
Götuljós,82931,1364,2022,Reykjavíkurborg - eignasjóður,2022/01/11,357404.6,406576,210923,
Götuljós,31270,578,1998,Reykjavíkurborg - eignasjóður,1998/09/28,361199.5293,402541.8122,32873,2
Götuljós,31271,578,1998,Reykjavíkurborg - eignasjóður,1998/09/28,361229.9684,402538.5548,32873,2
Götuljós,31272,578,1998,Reykjavíkurborg - eignasjóður,1998/09/28,361257.8897,402526.916,32873,2
Götuljós,31273,578,1998,Reykjavíkurborg - eignasjóður,1998/09/28,361284.7241,402512.8074,32873,2
Götuljós,21241,578,1980,Reykjavíkurborg - eignasjóður,1994/01/26,361475.486,402819.063,32553,2
Götuljós,21265,578,1981,Reykjavíkurborg - eignasjóður,1994/01/26,361415.052,402735.281,32553,2
Götuljós,21257,578,1981,Reykjavíkurborg - eignasjóður,1994/01/26,361389.797,402643.702,32873,3
Götuljós,21364,578,1983,Reykjavíkurborg - eignasjóður,1994/01/26,361255.5421,402799.8314,32873,3
Götuljós,21365,578,1983,Gatnamálastofa-rekstur/viðhald,1994/01/26,361248.3164,402833.9153,1294,
Götuljós,21372,578,1991,Menntasvið Reykjavíkur,1994/01/26,361146.384,402707.704,32873,1
Götuljós,82939,1364,2021,Reykjavíkurborg - eignasjóður,2022/01/11,357466,406645.4,210926,
Götuljós,82928,1364,2022,Reykjavíkurborg - eignasjóður,2022/01/11,357357.6,406610,210931,
Götuljós,82960,1364,2021,Reykjavíkurborg - eignasjóður,2022/01/11,357519.2,406737.3,210937,
Götuljós,82851,1364,2021,Reykjavíkurborg - eignasjóður,2022/01/11,357375.7,406918.9,210938,
Götuljós,82930,1364,2022,Reykjavíkurborg - eignasjóður,2022/01/11,357388,406588,210939,
Götuljós,82938,1364,2021,Reykjavíkurborg - eignasjóður,2022/01/11,357457.7,406630.5,210949,
Götuljós,82874,1364,2022,Reykjavíkurborg - eignasjóður,2022/01/11,357350.2,406664.2,210963,
Götuljós,82852,1364,2021,Reykjavíkurborg - eignasjóður,2022/01/11,357367,406903.2,210982,
Götuljós,82864,1364,2021,Reykjavíkurborg - eignasjóður,2022/01/11,357506.4,406744.4,210987,
