Lóð,Heimtaugarskápur,Heimtaugarskápur XID,Auðkenni ljósastaurs,Ljósastaur XID,Gata,Staðsetning,Tegund viðfangs,Undirtegund,X (lengdargráða),Y (Breidd),GPS-hæð,X,Y,Dags. uppsett,Eigandi 2,Eigandi Umsjón-starfsmaður,Kennitala eiganda,Framleiðandi,Birgir,Efni staurs,Litur staurs,Hæð staurs [m],Hefur topp/arm,Tegund topps/arms,Framleiðandi topps/arms,Söluaðili topps/arms,Tengill,Ljósleiðarapípa,Dags. burðarþolsprófunar,Framkvæmdaraðili burðarþolsprófunar,Tegund undirstöðu,Staða,Ástandseinkunn
,,,,14672,KRINGLUMÝRARBRAUT,,,,,,,359037.6,406869.3,,,,,,,J,,11,JÁ,,,,,,,,,,
,,,,14673,KRINGLUMÝRARBRAUT,,,,,,,359054.4,406908.9,,,,,,,J,,11,JÁ,,,,,,,,,,
,,,,14674,KRINGLUMÝRARBRAUT,,,,,,,359071.1,406948.6,,,,,,,J,,11,JÁ,,,,,,,,,,
,,,,14675,KRINGLUMÝRARBRAUT,,,,,,,359087.8,406988.4,,,,,,,J,,11,JÁ,,,,,,,,,,
,,,,14676,KRINGLUMÝRARBRAUT,,,,,,,359104.4,407028.2,,,,,,,J,,11,JÁ,,,,,,,,,,
,,,,14677,KRINGLUMÝRARBRAUT,,,,,,,359121,407067.7,,,,,,,J,,11,JÁ,,,,,,,,,,
,,,,14678,KRINGLUMÝRARBRAUT,,,,,,,359137.4,407106.8,,,,,,,J,,11,JÁ,,,,,,,,,,
,,,,14679,KRINGLUMÝRARBRAUT,,,,,,,359154.2,407146.6,,,,,,,J,,11,JÁ,,,,,,,,,,
,,,,14680,KRINGLUMÝRARBRAUT,,,,,,,359167.2,407188.4,,,,,,,J,,11,JÁ,,,,,,,,,,
,,,,14681,KRINGLUMÝRARBRAUT,,,,,,,359178.2,407227.3,,,,,,,J,,11,JÁ,,,,,,,,,,
,,,,14682,KRINGLUMÝRARBRAUT,,,,,,,359193.7,407267.3,,,,,,,J,,11,JÁ,,,,,,,,,,
,,,,14683,KRINGLUMÝRARBRAUT,,,,,,,359200.8,407308.2,,,,,,,J,,11,JÁ,,,,,,,,,,
,,,,14684,SUÐURLANDSBRAUT,,,,,,,359219.7,407382.4,,,,,,,J,,10,,,,,,,,,,,
,,,,14685,KRINGLUMÝRARBRAUT,,,,,,,359209.4,407426,,,,,,,J,,11,JÁ,,,,,,,,,,
,,,,14686,KRINGLUMÝRARBRAUT,,,,,,,359216.6,407468.3,,,,,,,J,,11,JÁ,,,,,,,,,,
,,,,14687,KRINGLUMÝRARBRAUT,,,,,,,359219.7,407507.1,,,,,,,J,,11,JÁ,,,,,,,,,,
,,,,14688,KRINGLUMÝRARBRAUT,,,,,,,359224.5,407558.7,,,,,,,J,,11,JÁ,,,,,,,,,,
,,,,14689,KRINGLUMÝRARBRAUT,,,,,,,359230.2,407600.2,,,,,,,J,,11,JÁ,,,,,,,,,,
,,,,14690,KRINGLUMÝRARBRAUT,,,,,,,359236.7,407641.9,,,,,,,J,,11,JÁ,,,,,,,,,,
,,,,14692,KRINGLUMÝRARBRAUT,,,,,,,359169.6,407316.1,,,,,,,J,,11,JÁ,,,,,,,,,,
,,,,14693,KRINGLUMÝRARBRAUT,,,,,,,359163.2,407282.3,,,,,,,J,,11,JÁ,,,,,,,,,,
,,,,14694,KRINGLUMÝRARBRAUT,,,,,,,359157.8,407245.6,,,,,,,J,,11,JÁ,,,,,,,,,,
,,,,14695,KRINGLUMÝRARBRAUT,,,,,,,359143.9,407211.1,,,,,,,J,,11,JÁ,,,,,,,,,,
,,,,14696,KRINGLUMÝRARBRAUT,,,,,,,359135,407180.5,,,,,,,J,,11,JÁ,,,,,,,,,,
,,,,14697,KRINGLUMÝRARBRAUT,,,,,,,359122.4,407136.5,,,,,,,J,,11,JÁ,,,,,,,,,,
,,,,14698,KRINGLUMÝRARBRAUT,,,,,,,359106.1,407097.1,,,,,,,J,,11,JÁ,,,,,,,,,,
,,,,14699,KRINGLUMÝRARBRAUT,,,,,,,359089.5,407057,,,,,,,J,,11,JÁ,,,,,,,,,,
,,,,14700,KRINGLUMÝRARBRAUT,,,,,,,359072.9,407017.5,,,,,,,J,,11,JÁ,,,,,,,,,,
,,,,14701,KRINGLUMÝRARBRAUT,,,,,,,359056.1,406977.6,,,,,,,J,,11,JÁ,,,,,,,,,,
,,,,14702,KRINGLUMÝRARBRAUT,,,,,,,359039.4,406938,,,,,,,J,,11,JÁ,,,,,,,,,,
,,,,14703,KRINGLUMÝRARBRAUT,,,,,,,359022.8,406898.7,,,,,,,J,,11,JÁ,,,,,,,,,,
,,,,14704,KRINGLUMÝRARBRAUT,,,,,,,359005.8,406858.1,,,,,,,J,,11,JÁ,,,,,,,,,,
,,,,14705,KRINGLUMÝRARBRAUT,,,,,,,358988.7,406817.5,,,,,,,J,,11,JÁ,,,,,,,,,,
,,,,14706,KRINGLUMÝRARBRAUT,,,,,,,358971.7,406777.2,,,,,,,J,,11,JÁ,,,,,,,,,,
,,,,14707,KRINGLUMÝRARBRAUT,,,,,,,358955.1,406737.8,,,,,,,J,,11,JÁ,,,,,,,,,,
,,,,14708,KRINGLUMÝRARBRAUT,,,,,,,358940.5,406703.2,,,,,,,J,,11,JÁ,,,,,,,,,,
,,,,14709,KRINGLUMÝRARBRAUT,,,,,,,358925,406672.3,,,,,,,J,,11,JÁ,,,,,,,,,,
,,,,14710,KRINGLUMÝRARBRAUT,,,,,,,358910.3,406640.4,,,,,,,J,,11,JÁ,,,,,,,,,,
,,,,14718,ÁRMÚLI,,,,,,,359428.4,407130.1,,,,,,,J,,9,JÁ,,,,,,,,,,
,,,,14719,ÁRMÚLI,,,,,,,359409.9,407111.3,,,,,,,J,,9,JÁ,,,,,,,,,,
,,,,14720,ÁRMÚLI,,,,,,,359393.9,407094.5,,,,,,,J,,9,JÁ,,,,,,,,,,
,,,,14721,ÁRMÚLI,,,,,,,359373.7,407073.1,,,,,,,J,,9,JÁ,,,,,,,,,,
,,,,14730,KRINGLUMÝRARBRAUT,,,,,,,359178.6,407366.3,,,,,,,J,,10,,,,,,,,,,,
,,,,14731,LÁGMÚLI,,,,,,,359217.7,407149.1,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,14732,LAUGAVEGUR,,,,,,,359167,407341.5,,,,,,,J,,10,JÁ,,,,,,,,,,
,,,,14733,LAUGAVEGUR,,,,,,,359149.8,407359.8,,,,,,,J,,10,JÁ,,,,,,,,,,
,,,,14734,LAUGAVEGUR,,,,,,,359127,407373.1,,,,,,,J,,10,JÁ,,,,,,,,,,
,,,,14735,HÓLABERG,,,,,,,363213.1,403556.1,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,14736,HÓLABERG,,,,,,,363210.3,403526,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,14737,HÓLABERG,,,,,,,363198.8,403492.1,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,14738,HÓLABERG,,,,,,,363216.6,403498,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,14739,HÓLABERG,,,,,,,363206.6,403463.3,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,14740,HÓLABERG,,,,,,,363204.7,403431,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,14741,HÓLABERG,,,,,,,363203,403402.3,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,14742,HÓLABERG,,,,,,,363201.3,403373.2,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,14743,HÓLABERG,,,,,,,363196.2,403345.8,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,14744,HÓLABERG,,,,,,,363182.2,403323.9,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,14745,HÓLABERG,,,,,,,363159.3,403303.3,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,14746,HÓLABERG,,,,,,,363137.1,403283.6,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,14747,HÓLABERG,,,,,,,363115.6,403264.5,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,14748,HÓLABERG,,,,,,,363093,403244.4,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,14749,HÓLABERG,,,,,,,363071.9,403224.5,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,14750,NEÐSTABERG,,,,,,,363055.6,403139.1,,,,,,,J,,5,,,,,,,,,,,
,,,,14751,NEÐSTABERG,,,,,,,363057.1,403164.5,,,,,,,J,,5,,,,,,,,,,,
,,,,14752,NEÐSTABERG,,,,,,,363071.6,403155.3,,,,,,,J,,5,,,,,,,,,,,
,,,,14753,NEÐSTABERG,,,,,,,363067.9,403180.8,,,,,,,J,,5,,,,,,,,,,,
,,,,14754,NEÐSTABERG,,,,,,,363121.6,403120.9,,,,,,,J,,5,,,,,,,,,,,
,,,,14755,NEÐSTABERG,,,,,,,363137.4,403133.3,,,,,,,J,,5,,,,,,,,,,,
,,,,14756,NEÐSTABERG,,,,,,,363123.1,403145.9,,,,,,,J,,5,,,,,,,,,,,
,,,,14757,NEÐSTABERG,,,,,,,363127.6,403178.5,,,,,,,J,,5,,,,,,,,,,,
,,,,14758,NEÐSTABERG,,,,,,,363100.8,403180.3,,,,,,,J,,5,,,,,,,,,,,
,,,,14759,NEÐSTABERG,,,,,,,363081.6,403199.8,,,,,,,J,,5,,,,,,,,,,,
,,,,14760,NEÐSTABERG,,,,,,,363071,403213.9,,,,,,,J,,5,,,,,,,,,,,
,,,,14761,NEÐSTABERG,,,,,,,363106.9,403216.2,,,,,,,J,,5,,,,,,,,,,,
,,,,14762,NEÐSTABERG,,,,,,,363123.1,403230.5,,,,,,,J,,5,,,,,,,,,,,
,,,,14763,NEÐSTABERG,,,,,,,363140.3,403211.9,,,,,,,J,,5,,,,,,,,,,,
,,,,14764,LÁGABERG,,,,,,,363162.5,403225.4,,,,,,,J,,5,,,,,,,,,,,
,,,,14765,LÁGABERG,,,,,,,363181.8,403242.5,,,,,,,J,,5,,,,,,,,,,,
,,,,14766,LÁGABERG,,,,,,,363193.7,403263.7,,,,,,,J,,5,,,,,,,,,,,
,,,,14767,LÁGABERG,,,,,,,363162.4,403263.8,,,,,,,J,,5,,,,,,,,,,,
,,,,14768,LÁGABERG,,,,,,,363184.5,403280.4,,,,,,,J,,5,,,,,,,,,,,
,,,,14769,LÁGABERG,,,,,,,363147.7,403280.4,,,,,,,J,,5,,,,,,,,,,,
,,,,14770,KLAPPARBERG,,,,,,,363243.9,403396,,,,,,,J,,5,,,,,,,,,,,
,,,,14771,KLAPPARBERG,,,,,,,363233.9,403417.2,,,,,,,J,,5,,,,,,,,,,,
,,,,14772,KLAPPARBERG,,,,,,,363235.2,403439.1,,,,,,,J,,5,,,,,,,,,,,
,,,,14773,KLAPPARBERG,,,,,,,363213.2,403471.9,,,,,,,J,,5,,,,,,,,,,,
,,,,14774,KLAPPARBERG,,,,,,,363238.3,403469.9,,,,,,,J,,5,,,,,,,,,,,
,,,,14775,KLAPPARBERG,,,,,,,363263.5,403463.9,,,,,,,J,,5,,,,,,,,,,,
,,,,14776,KLAPPARBERG,,,,,,,363288.9,403462.4,,,,,,,J,,5,,,,,,,,,,,
,,,,14777,KLAPPARBERG,,,,,,,363315.8,403487.5,,,,,,,J,,5,,,,,,,,,,,
,,,,14778,KLAPPARBERG,,,,,,,363316.5,403508,,,,,,,J,,5,,,,,,,,,,,
,,,,14779,KLAPPARBERG,,,,,,,363317.8,403531.2,,,,,,,J,,5,,,,,,,,,,,
,,,,14780,KLAPPARBERG,,,,,,,363249.3,403490.2,,,,,,,J,,5,,,,,,,,,,,
,,,,14781,KLAPPARBERG,,,,,,,363247.2,403514.2,,,,,,,J,,5,,,,,,,,,,,
,,,,14782,HAMRABERG,,,,,,,363072.7,403443.8,,,,,,,J,,5,,,,,,,,,,,
,,,,14783,HAMRABERG,,,,,,,363061.4,403415.2,,,,,,,J,,5,,,,,,,,,,,
,,,,14784,HAMRABERG,,,,,,,363060.3,403393.8,,,,,,,J,,5,,,,,,,,,,,
,,,,14785,HÓLABERG,,,,,,,363142.7,403467.7,,,,,,,J,,5,,,,,,,,,,,
,,,,14786,HÓLABERG,,,,,,,363142.4,403440.6,,,,,,,J,,5,,,,,,,,,,,
,,,,14787,HÓLABERG,,,,,,,363142.9,403410.3,,,,,,,J,,5,,,,,,,,,,,
,,,,14788,HÓLABERG,,,,,,,363139.2,403378.8,,,,,,,J,,5,,,,,,,,,,,
,,,,14789,HÓLABERG,,,,,,,363138,403357.7,,,,,,,J,,5,,,,,,,,,,,
,,,,14790,HÓLABERG,,,,,,,363167.1,403339.9,,,,,,,J,,5,,,,,,,,,,,
,,,,14791,HÓLABERG,,,,,,,363057.3,403279.3,,,,,,,J,,5,,,,,,,,,,,
,,,,14792,HÓLABERG,,,,,,,363081.1,403300.5,,,,,,,J,,5,,,,,,,,,,,
,,,,14793,HÓLABERG,,,,,,,363101.3,403326.9,,,,,,,J,,5,,,,,,,,,,,
,,,,14794,HÓLABERG,,,,,,,363107.2,403357.5,,,,,,,J,,5,,,,,,,,,,,
,,,,14795,HÓLABERG,,,,,,,363103.3,403385.4,,,,,,,J,,5,,,,,,,,,,,
,,,,14796,HÓLABERG,,,,,,,363107,403414.3,,,,,,,J,,5,,,,,,,,,,,
,,,,14797,HÓLABERG,,,,,,,363106.2,403449.7,,,,,,,J,,5,,,,,,,,,,,
,,,,14798,HÓLABERG,,,,,,,363107.7,403476.3,,,,,,,J,,5,,,,,,,,,,,
,,,,14799,HÓLABERG,,,,,,,363176.6,403496,,,,,,,J,,5,,,,,,,,,,,
,,,,14800,HÓLABERG,,,,,,,363143,403498.3,,,,,,,J,,5,,,,,,,,,,,
,,,,14801,HÓLABERG,,,,,,,363109.3,403502.8,,,,,,,J,,5,,,,,,,,,,,
,,,,14802,HÓLABERG,,,,,,,363081.2,403508.9,,,,,,,J,,5,,,,,,,,,,,
,,,,14803,HÓLABERG,,,,,,,363047.2,403509.4,,,,,,,J,,5,,,,,,,,,,,
,,,,14804,HÓLABERG,,,,,,,363009.7,403511.6,,,,,,,J,,5,,,,,,,,,,,
,,,,14805,HÓLABERG,,,,,,,362982.4,403513.3,,,,,,,J,,5,,,,,,,,,,,
,,,,14806,HÓLABERG,,,,,,,362949.9,403515.2,,,,,,,J,,5,,,,,,,,,,,
,,,,14807,HEIÐNABERG,,,,,,,363128.7,403537.5,,,,,,,J,,5,,,,,,,,,,,
,,,,14809,HEIÐNABERG,,,,,,,363173.8,403530.4,,,,,,,J,,5,,,,,,,,,,,
,,,,14810,HEIÐNABERG,,,,,,,363196.8,403535.5,,,,,,,J,,5,,,,,,,,,,,
,,,,14811,HAMRABERG,,,,,,,362947.7,403478.2,,,,,,,J,,5,,,,,,,,,,,
,,,,14812,HAMRABERG,,,,,,,362951.7,403441.1,,,,,,,J,,5,,,,,,,,,,,
,,,,14813,HAMRABERG,,,,,,,362991.6,403438.7,,,,,,,J,,5,,,,,,,,,,,
,,,,14814,HAMRABERG,,,,,,,363025.9,403460.7,,,,,,,J,,5,,,,,,,,,,,
,,,,14815,HAMRABERG,,,,,,,363083.3,403482.9,,,,,,,J,,5,,,,,,,,,,,
,,,,14816,HAMRABERG,,,,,,,363045.1,403485.4,,,,,,,J,,5,,,,,,,,,,,
,,,,14862,KRINGLUMÝRARBRAUT,,,,,,,358802.3,406121.1,,,,,,,J,,12,,,,,,,,,,,
,,,,14863,HAMRAHLÍÐ,,,,,,,358759.2,406330.9,,,,,,,J,,8,JÁ,,,,,,,,,,
,,,,14864,HAMRAHLÍÐ,,,,,,,358782.6,406322,,,,,,,J,,8,JÁ,,,,,,,,,,
,,,,14865,KRINGLUMÝRARBRAUT,,,,,,,358876.6,406559.6,,,,,,,J,,12,JÁ,,,,,,,,,,
,,,,14866,KRINGLUMÝRARBRAUT,,,,,,,358866.5,406529.2,,,,,,,J,,11,JÁ,,,,,,,,,,
,,,,14867,KRINGLUMÝRARBRAUT,,,,,,,358853.6,406496,,,,,,,J,,11,JÁ,,,,,,,,,,
,,,,14868,KRINGLUMÝRARBRAUT,,,,,,,358840.4,406462.1,,,,,,,J,,11,JÁ,,,,,,,,,,
,,,,14869,KRINGLUMÝRARBRAUT,,,,,,,358827.4,406428.3,,,,,,,J,,11,JÁ,,,,,,,,,,
,,,,14870,KRINGLUMÝRARBRAUT,,,,,,,358816.4,406393.6,,,,,,,J,,11,JÁ,,,,,,,,,,
,,,,14871,KRINGLUMÝRARBRAUT,,,,,,,358806.8,406358.5,,,,,,,J,,11,JÁ,,,,,,,,,,
,,,,14872,KRINGLUMÝRARBRAUT,,,,,,,358795.6,406323.7,,,,,,,J,,11,JÁ,,,,,,,,,,
,,,,14875,KRINGLUMÝRARBRAUT,,,,,,,358778.3,406214.7,,,,,,,J,,11,JÁ,,,,,,,,,,
,,,,14876,KRINGLUMÝRARBRAUT,,,,,,,358774.8,406178.7,,,,,,,J,,11,JÁ,,,,,,,,,,
,,,,14877,KRINGLUMÝRARBRAUT,,,,,,,358772.8,406141.5,,,,,,,J,,11,JÁ,,,,,,,,,,
,,,,14878,KRINGLUMÝRARBRAUT,,,,,,,358773.3,406107,,,,,,,J,,11,JÁ,,,,,,,,,,
,,,,14879,KRINGLUMÝRARBRAUT,,,,,,,358773.7,406068.6,,,,,,,J,,11,JÁ,,,,,,,,,,
,,,,14880,KRINGLUMÝRARBRAUT,,,,,,,358774.1,406030.5,,,,,,,J,,11,JÁ,,,,,,,,,,
,,,,14882,KRINGLUMÝRARBRAUT,,,,,,,358808.1,405999.3,,,,,,,J,,11,JÁ,,,,,,,,,,
,,,,14883,KRINGLUMÝRARBRAUT,,,,,,,358805.6,406035.6,,,,,,,J,,11,JÁ,,,,,,,,,,
,,,,14884,KRINGLUMÝRARBRAUT,,,,,,,358804,406070.2,,,,,,,J,,11,JÁ,,,,,,,,,,
,,,,14885,KRINGLUMÝRARBRAUT,,,,,,,358802.9,406104.6,,,,,,,J,,11,JÁ,,,,,,,,,,
,,,,14886,KRINGLUMÝRARBRAUT,,,,,,,358804.9,406144.4,,,,,,,J,,12,,,,,,,,,,,
,,,,14899,LISTABRAUT,,,,,,,358821.8,406140.6,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,14900,LISTABRAUT,,,,,,,358846.9,406130.2,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,14901,LISTABRAUT,,,,,,,358878.3,406117.7,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,14902,STIGAHLÍÐ,,,,,,,358607.4,406067,,,,,,,J,,5,,,,,,,,,,,
,,,,14903,STIGAHLÍÐ,,,,,,,358690.2,406246.1,,,,,,,J,,5,,,,,,,,,,,
,,,,14904,STIGAHLÍÐ,,,,,,,358657.1,406172.8,,,,,,,J,,5,,,,,,,,,,,
,,,,14905,STIGAHLÍÐ,,,,,,,358606,406213.6,,,,,,,J,,5,,,,,,,,,,,
,,,,14906,STIGAHLÍÐ,,,,,,,358625.7,406103.6,,,,,,,J,,5,,,,,,,,,,,
,,,,14907,STIGAHLÍÐ,,,,,,,358577.2,406126.6,,,,,,,J,,5,,,,,,,,,,,
,,,,14908,STIGAHLÍÐ,,,,,,,358537.5,406154.3,,,,,,,J,,5,,,,,,,,,,,
,,,,14909,KRINGLUMÝRARBRAUT,,,,,,,358805.7,405925.8,,,,,,,J,,11,JÁ,,,,,,,,,,
,,,,14910,KRINGLUMÝRARBRAUT,,,,,,,358810.9,405967.9,,,,,,,J,,11,JÁ,,,,,,,,,,
,,,,14911,BÚSTAÐAVEGUR,,,,,,,358808,405932,,,,,,,J,,8,JÁ,,,,,,,,,,
,,,,14912,BÚSTAÐAVEGUR,,,,,,,358813.8,405899.9,,,,,,,J,,8,JÁ,,,,,,,,,,
,,,,14913,BÚSTAÐAVEGUR,,,,,,,358819.7,405869.2,,,,,,,J,,8,JÁ,,,,,,,,,,
,,,,14914,BÚSTAÐAVEGUR,,,,,,,358826.6,405837.9,,,,,,,J,,8,JÁ,,,,,,,,,,
,,,,14915,BÚSTAÐAVEGUR,,,,,,,358837,405808.9,,,,,,,J,,8,JÁ,,,,,,,,,,
,,,,14916,STIGAHLÍÐ,,,,,,,358690.2,406348.7,,,,,,,J,,8,JÁ,,,,,,,,,,
,,,,14917,STIGAHLÍÐ,,,,,,,358721.9,406338.7,,,,,,,J,,8,JÁ,,,,,,,,,,
,,,,14918,STIGAHLÍÐ,,,,,,,358661.8,406257.9,,,,,,,J,,5,,,,,,,,,,,
,,,,14919,STIGAHLÍÐ,,,,,,,358629.7,406185.7,,,,,,,J,,5,,,,,,,,,,,
,,,,14920,STIGAHLÍÐ,,,,,,,358602.3,406234.7,,,,,,,J,,5,,,,,,,,,,,
,,,,14921,STIGAHLÍÐ,,,,,,,358597.6,406113.6,,,,,,,J,,5,,,,,,,,,,,
,,,,14922,STIGAHLÍÐ,,,,,,,358512.3,406167.1,,,,,,,J,,5,,,,,,,,,,,
,,,,14923,STIGAHLÍÐ,,,,,,,358556.5,406140.8,,,,,,,J,,5,,,,,,,,,,,
,,,,14935,SKIPHOLT,,,,,,,359019.7,407248.3,,,,,,,J,,9,JÁ,,,,,,,,,,
,,,,14947,HÁALEITISBRAUT,,,,,,,359110.6,407203.1,,,,,,,J,,5,,,,,,,,,,,
,,,,14948,HÁALEITISBRAUT,,,,,,,359089.4,407195.8,,,,,,,J,,5,,,,,,,,,,,
,,,,14960,LAUGAVEGUR,,,,,,,359039.1,407417.1,,,,,,,J,,10,JÁ,,,,,,,,,,
,,,,14961,LAUGAVEGUR,,,,,,,359060.5,407408.2,,,,,,,J,,10,JÁ,,,,,,,,,,
,,,,14962,LAUGAVEGUR,,,,,,,359096.8,407388.3,,,,,,,J,,10,JÁ,,,,,,,,,,
,,,,14965,SKEIFAN,,,,,,,360241.8,406298.8,,,,,,,J,,10,JÁ,,,,,,,,,,
,,,,14966,SKEIFAN,,,,,,,360252.9,406329.6,,,,,,,J,,10,JÁ,,,,,,,,,,
,,,,14968,SKEIFAN,,,,,,,360235.6,406388.3,,,,,,,J,,10,JÁ,,,,,,,,,,
,,,,14969,SKEIFAN,,,,,,,360217.1,406415.3,,,,,,,J,,10,JÁ,,,,,,,,,,
,,,,14970,SKEIFAN,,,,,,,360194.5,406448.1,,,,,,,J,,10,JÁ,,,,,,,,,,
,,,,14980,SKEIFAN,,,,,,,360285.5,406188.6,,,,,,,J,,12,,,,,,,,,,,
,,,,14981,SKEIFAN,,,,,,,360315.4,406177.7,,,,,,,J,,12,,,,,,,,,,,
,,,,14982,SKEIFAN,,,,,,,360345,406166.9,,,,,,,J,,12,,,,,,,,,,,
,,,,14991,SUÐURLANDSVEGUR,,,,,,,364792.6,403204.2,,,,,,,J,,12,JÁ,,,,,,,,,,
,,,,14999,SUÐURLANDSVEGUR,,,,,,,364641.6,403329.5,,,,,,,J,,12,JÁ,,,,,,,,,,
,,,,15000,SUÐURLANDSVEGUR,,,,,,,364619.1,403380.6,,,,,,,J,,12,JÁ,,,,,,,,,,
,,,,15001,SUÐURLANDSVEGUR,,,,,,,364604.5,403425.4,,,,,,,J,,12,JÁ,,,,,,,,,,
,,,,15002,SUÐURLANDSVEGUR,,,,,,,364588.6,403474.2,,,,,,,J,,12,JÁ,,,,,,,,,,
,,,,15003,SUÐURLANDSVEGUR,,,,,,,364572.3,403523.9,,,,,,,J,,12,JÁ,,,,,,,,,,
,,,,15004,SUÐURLANDSVEGUR,,,,,,,364559.1,403575.1,,,,,,,J,,12,JÁ,,,,,,,,,,
,,,,15005,SUÐURLANDSVEGUR,,,,,,,364544.3,403624,,,,,,,J,,12,JÁ,,,,,,,,,,
,,,,15006,SUÐURLANDSVEGUR,,,,,,,364530.8,403672.2,,,,,,,J,,12,JÁ,,,,,,,,,,
,,,,15007,SUÐURLANDSVEGUR,,,,,,,364519.5,403721.9,,,,,,,J,,12,JÁ,,,,,,,,,,
,,,,15011,BREIÐHOLTSBRAUT,,,,,,,364699.3,403076,,,,,,,J,,10,,,,,,,,,,,
,,,,15012,BREIÐHOLTSBRAUT,,,,,,,364668.4,403032.9,,,,,,,J,,10,,,,,,,,,,,
,,,,15013,BREIÐHOLTSBRAUT,,,,,,,364637.3,402990,,,,,,,J,,10,,,,,,,,,,,
,,,,15014,BREIÐHOLTSBRAUT,,,,,,,364606.8,402947.9,,,,,,,J,,10,,,,,,,,,,,
,,,,15015,BREIÐHOLTSBRAUT,,,,,,,364576.2,402905.9,,,,,,,J,,10,,,,,,,,,,,
,,,,15016,BREIÐHOLTSBRAUT,,,,,,,364545.1,402864.2,,,,,,,J,,10,,,,,,,,,,,
,,,,15017,BREIÐHOLTSBRAUT,,,,,,,364512.8,402824.5,,,,,,,J,,10,,,,,,,,,,,
,,,,15019,BREIÐHOLTSBRAUT,,,,,,,364478.1,402782.9,,,,,,,J,,10,,,,,,,,,,,
,,,,15023,BREIÐHOLTSBRAUT,,,,,,,364450.8,402737.3,,,,,,,J,,10,,,,,,,,,,,
,,,,15024,BREIÐHOLTSBRAUT,,,,,,,364420.3,402695.2,,,,,,,J,,10,,,,,,,,,,,
,,,,15025,BREIÐHOLTSBRAUT,,,,,,,364388.9,402651.7,,,,,,,J,,10,,,,,,,,,,,
,,,,15026,BREIÐHOLTSBRAUT,,,,,,,364355.5,402609.7,,,,,,,J,,10,,,,,,,,,,,
,,,,15027,BREIÐHOLTSBRAUT,,,,,,,364319,402571.5,,,,,,,J,,10,,,,,,,,,,,
,,,,15028,BREIÐHOLTSBRAUT,,,,,,,364278.4,402536.5,,,,,,,J,,10,,,,,,,,,,,
,,,,15029,BREIÐHOLTSBRAUT,,,,,,,364233.1,402505.5,,,,,,,J,,10,,,,,,,,,,,
,,,,15030,BREIÐHOLTSBRAUT,,,,,,,364186.7,402480.4,,,,,,,J,,10,,,,,,,,,,,
,,,,15031,BREIÐHOLTSBRAUT,,,,,,,364137.2,402459.8,,,,,,,J,,10,,,,,,,,,,,
,,,,15032,BREIÐHOLTSBRAUT,,,,,,,364086.3,402444.8,,,,,,,J,,10,,,,,,,,,,,
,,,,15033,BREIÐHOLTSBRAUT,,,,,,,364036.8,402434.2,,,,,,,J,,10,,,,,,,,,,,
,,,,15038,NJÖRVASUND,,,,,,,361198.5,406630.8,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,15039,NJÖRVASUND,,,,,,,361198.5,406656.9,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,15040,NJÖRVASUND,,,,,,,361198.4,406685.4,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,15041,NJÖRVASUND,,,,,,,361198.4,406713.1,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,15042,NJÖRVASUND,,,,,,,361198.4,406739.9,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,15043,NJÖRVASUND,,,,,,,361198.4,406768.5,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,15044,NJÖRVASUND,,,,,,,361197.6,406796.7,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,15045,NJÖRVASUND,,,,,,,361194.5,406824.2,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,15046,NJÖRVASUND,,,,,,,361189.1,406850.2,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,15047,NJÖRVASUND,,,,,,,361180.5,406877.5,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,15048,NJÖRVASUND,,,,,,,361159.8,406903.9,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,15049,NJÖRVASUND,,,,,,,361149.2,406931.1,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,15050,NJÖRVASUND,,,,,,,361140.4,406953.6,,,,,,,J,,7,JÁ,,,,,,,,,,
