Lóð,Heimtaugarskápur,Heimtaugarskápur XID,Auðkenni ljósastaurs,Ljósastaur XID,Gata,Staðsetning,Tegund viðfangs,Undirtegund,X (lengdargráða),Y (Breidd),GPS-hæð,X,Y,Dags. uppsett,Eigandi 2,Eigandi Umsjón-starfsmaður,Kennitala eiganda,Framleiðandi,Birgir,Efni staurs,Litur staurs,Hæð staurs [m],Hefur topp/arm,Tegund topps/arms,Framleiðandi topps/arms,Söluaðili topps/arms,Tengill,Ljósleiðarapípa,Dags. burðarþolsprófunar,Framkvæmdaraðili burðarþolsprófunar,Tegund undirstöðu,Staða,Ástandseinkunn
,,,,15,HAGATORG,,,,,,,356248.1,407521,,,,,,,J,,5,,,,,,,,,,,
,,,,16,VÍKURVEGUR,,,,,,,364971.9,407285.9,,,,,,,VEFMYNDAVÉL,,,,,,,,,,,,,
,,,,19,HAGATORG,,,,,,,356202.7,407501,,,,,,,J,,5,,,,,,,,,,,
,,,,21,BRYNJÓLFSGATA,,,,,,,356272.6,407541.5,,,,,,,J,,5,,,,,,,,,,,
,,,,22,BRYNJÓLFSGATA,,,,,,,356248.6,407553.9,,,,,,,J,,5,,,,,,,,,,,
,,,,23,HAGATORG,,,,,,,356229.5,407574.2,,,,,,,J,,5,,,,,,,,,,,
,,,,25,HAGATORG,,,,,,,356246.9,407510.3,,,,,,,J,,5,,,,,,,,,,,
,,,,26,HAGATORG,,,,,,,356235.1,407498.8,,,,,,,J,,5,,,,,,,,,,,
,,,,27,HAGATORG,,,,,,,356207.3,407493,,,,,,,J,,5,,,,,,,,,,,
,,,,28,HAGATORG,,,,,,,356190.7,407501.3,,,,,,,J,,5,,,,,,,,,,,
,,,,29,HAGATORG,,,,,,,356185,407517.4,,,,,,,J,,5,,,,,,,,,,,
,,,,30,HAGATORG,,,,,,,356188.1,407526.8,,,,,,,J,,5,,,,,,,,,,,
,,,,31,KIRKJUSTRÆTI,,,,,,,356815.4,408261.8,,,,,,,J,,4,,,,,,,,,,,
,,,,32,KIRKJUSTRÆTI,,,,,,,356834.4,408262.3,,,,,,,J,,4,,,,,,,,,,,
,,,,33,KIRKJUSTRÆTI,,,,,,,356872.9,408247,,,,,,,J,,4,,,,,,,,,,,
,,,,34,KIRKJUSTRÆTI,,,,,,,356896.2,408237.8,,,,,,,J,,4,,,,,,,,,,,
,,,,64,SUÐURGATA,,,,,,,356545.8,407837.8,,,,,,,J,,8,JÁ,,,,,,,,,,
,,,,67,KIRKJUTORG,,,,,,,356962.8,408144,,,,,,,J,,5,,,,,,,,,,,
,,,,69,TEMPLARASUND,,,,,,,356932.2,408148.5,,,,,,,J,,10,,,,,,,,,,,
,,,,70,TEMPLARASUND,,,,,,,356914.9,408143.8,,,,,,,J,,10,,,,,,,,,,,
,,,,80,VONARSTRÆTI,,,,,,,356879.5,408157.2,,,,,,,J,,4,,,,,,,,,,,
,,,,81,VONARSTRÆTI,,,,,,,356898.2,408146.7,,,,,,,J,,4,,,,,,,,,,,
,,,,82,VONARSTRÆTI,,,,,,,356902.9,408159.5,,,,,,,J,,4,,,,,,,,,,,
,,,,99,VONARSTRÆTI,,,,,,,356836.4,408249.8,,,,,,,J,,4,,,,,,,,,,,
,,,,100,VONARSTRÆTI,,,,,,,356828.2,408233.7,,,,,,,J,,4,,,,,,,,,,,
,,,,101,VONARSTRÆTI,,,,,,,356819.2,408218.1,,,,,,,J,,4,,,,,,,,,,,
,,,,102,VONARSTRÆTI,,,,,,,356811.2,408202.5,,,,,,,J,,4,,,,,,,,,,,
,,,,103,VONARSTRÆTI,,,,,,,356829.7,408185.9,,,,,,,J,,4,,,,,,,,,,,
,,,,104,VONARSTRÆTI,,,,,,,356845.7,408176.7,,,,,,,J,,4,,,,,,,,,,,
,,,,105,VONARSTRÆTI,,,,,,,356861.2,408167.6,,,,,,,J,,4,,,,,,,,,,,
,,,,106,VONARSTRÆTI,,,,,,,356920.1,408132.9,,,,,,,J,,4,,,,,,,,,,,
,,,,107,VONARSTRÆTI,,,,,,,356937.1,408122.9,,,,,,,J,,4,,,,,,,,,,,
,,,,108,VONARSTRÆTI,,,,,,,356954.4,408111.6,,,,,,,J,,4,,,,,,,,,,,
,,,,111,TEMPLARASUND,,,,,,,356935.9,408131.6,,,,,,,J,,4,,,,,,,,,,,
,,,,112,TEMPLARASUND,,,,,,,356941.6,408147.7,,,,,,,J,,4,,,,,,,,,,,
,,,,113,TEMPLARASUND,,,,,,,356947.3,408165.8,,,,,,,J,,4,,,,,,,,,,,
,,,,114,LÆKJARGATA,,,,,,,357057.4,408149.1,,,,,,,J,,10,,,,,,,,,,,
,,,,115,LÆKJARGATA,,,,,,,357040.3,408121.8,,,,,,,J,,10,,,,,,,,,,,
,,,,116,LÆKJARGATA,,,,,,,357021,408081.1,,,,,,,J,,4,,,,,,,,,,,
,,,,117,LÆKJARGATA,,,,,,,357017.9,408065.7,,,,,,,J,,4,,,,,,,,,,,
,,,,118,LÆKJARGATA,,,,,,,357009,408051,,,,,,,J,,4,,,,,,,,,,,
,,,,119,LÆKJARGATA,,,,,,,356997.6,408043.9,,,,,,,J,,4,,,,,,,,,,,
,,,,120,LÆKJARGATA,,,,,,,357100.4,408239.4,,,,,,,J,,10,,,,,,,,,,,
,,,,123,LÆKJARGATA,,,,,,,356979.4,408079.6,,,,,,,J,,10,,,,,,,,,,,
,,,,124,FRÍKIRKJUVEGUR,,,,,,,356967.5,408056.6,,,,,,,J,,9,JÁ,,,,,,,,,,
,,,,125,FRÍKIRKJUVEGUR,,,,,,,356961.2,408034.8,,,,,,,J,,9,JÁ,,,,,,,,,,
,,,,126,SKÓLABRÚ,,,,,,,357015.9,408162.7,,,,,,,J,,9,JÁ,,,,,,,,,,
,,,,128,BÓKHLÖÐUSTÍGUR,,,,,,,357037.4,408103.8,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,129,BÓKHLÖÐUSTÍGUR,,,,,,,357057.7,408092.1,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,130,BÓKHLÖÐUSTÍGUR,,,,,,,357080,408079.1,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,131,BÓKHLÖÐUSTÍGUR,,,,,,,357100,408067.6,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,132,BÓKHLÖÐUSTÍGUR,,,,,,,357118.7,408076.4,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,133,BÓKHLÖÐUSTÍGUR,,,,,,,357123.6,408055.1,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,134,BÓKHLÖÐUSTÍGUR,,,,,,,357143.5,408043.7,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,135,MIÐSTRÆTI,,,,,,,357110.1,408042,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,136,MIÐSTRÆTI,,,,,,,357099.7,408016.3,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,137,MIÐSTRÆTI,,,,,,,357092.2,407994.7,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,138,MIÐSTRÆTI,,,,,,,357081,407969.1,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,139,MIÐSTRÆTI,,,,,,,357071.7,407945.3,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,140,SKÁLHOLTSSTÍGUR,,,,,,,357064.5,407940.3,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,141,SKÁLHOLTSSTÍGUR,,,,,,,357041.3,407948.4,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,142,SKÁLHOLTSSTÍGUR,,,,,,,357016.8,407953.6,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,143,SKÁLHOLTSSTÍGUR,,,,,,,356992.5,407952,,,,,,,J,,8,JÁ,,,,,,,,,,
,,,,144,SKÁLHOLTSSTÍGUR,,,,,,,356967.7,407955.9,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,147,LAUFÁSVEGUR,,,,,,,357050.7,408085.1,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,148,LAUFÁSVEGUR,,,,,,,357047,408060.4,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,149,LAUFÁSVEGUR,,,,,,,357040,408035.1,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,150,LAUFÁSVEGUR,,,,,,,357033.2,408011.5,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,151,LAUFÁSVEGUR,,,,,,,357027.5,407984.8,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,152,LAUFÁSVEGUR,,,,,,,357028.6,407960.1,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,169,LÆKJARGATA,,,,,,,357142.8,408221,,,,,,,J,,5,,,,,,,,,,,
,,,,170,LÆKJARGATA,,,,,,,357137,408208.3,,,,,,,J,,5,,,,,,,,,,,
,,,,171,LÆKJARGATA,,,,,,,357119,408177.3,,,,,,,J,,5,,,,,,,,,,,
,,,,172,LÆKJARGATA,,,,,,,357111.1,408164.4,,,,,,,J,,5,,,,,,,,,,,
,,,,179,LÆKJARGATA,,,,,,,357048.8,408152.9,,,,,,,J,,5,,,,,,,,,,,
,,,,180,LÆKJARGATA,,,,,,,357082.4,408216.2,,,,,,,J,,10,,,,,,,,,,,
,,,,181,LÆKJARGATA,,,,,,,357061.4,408189.8,,,,,,,J,,10,,,,,,,,,,,
,,,,182,LÆKJARGATA,,,,,,,357042.1,408164.2,,,,,,,J,,10,,,,,,,,,,,
,,,,184,LÆKJARGATA,,,,,,,357112.4,408216.7,,,,,,,J,,10,,,,,,,,,,,
,,,,185,LÆKJARGATA,,,,,,,357087.7,408178.1,,,,,,,J,,10,,,,,,,,,,,
,,,,186,LÆKJARGATA,,,,,,,357019.4,408098.7,,,,,,,J,,10,,,,,,,,,,,
,,,,187,LÆKJARGATA,,,,,,,356996.9,408069.4,,,,,,,J,,10,,,,,,,,,,,
,,,,188,LÆKJARGATA,,,,,,,356979.6,408046.9,,,,,,,J,,10,,,,,,,,,,,
,,,,189,SKÁLHOLTSSTÍGUR,,,,,,,357007.4,407964.5,,,,,,,J,,6.3,,,,,,,,,,,
,,,,190,FRÍKIRKJUVEGUR,,,,,,,356959,408025.2,,,,,,,J,,4,,,,,,,,,,,
,,,,191,FRÍKIRKJUVEGUR,,,,,,,356954,408003.7,,,,,,,J,,4,,,,,,,,,,,
,,,,192,FRÍKIRKJUVEGUR,,,,,,,356948.8,407982.1,,,,,,,J,,4,,,,,,,,,,,
,,,,193,FRÍKIRKJUVEGUR,,,,,,,356943.1,407958.9,,,,,,,J,,4,,,,,,,,,,,
,,,,194,FRÍKIRKJUVEGUR,,,,,,,356937.8,407934.7,,,,,,,J,,4,,,,,,,,,,,
,,,,195,FRÍKIRKJUVEGUR,,,,,,,356931,407908,,,,,,,J,,4,,,,,,,,,,,
,,,,196,FRÍKIRKJUVEGUR,,,,,,,356925.5,407884.7,,,,,,,J,,4,,,,,,,,,,,
,,,,197,FRÍKIRKJUVEGUR,,,,,,,356919.8,407860.9,,,,,,,J,,4,,,,,,,,,,,
,,,,198,FRÍKIRKJUVEGUR,,,,,,,356913.6,407835.9,,,,,,,J,,4,,,,,,,,,,,
,,,,199,FRÍKIRKJUVEGUR,,,,,,,356908.1,407811.2,,,,,,,J,,4,,,,,,,,,,,
,,,,200,FRÍKIRKJUVEGUR,,,,,,,356902.7,407789.3,,,,,,,J,,4,,,,,,,,,,,
,,,,201,FRÍKIRKJUVEGUR,,,,,,,356967,407999.8,,,,,,,J,,10,JÁ,,,,,,,,,,
,,,,202,FRÍKIRKJUVEGUR,,,,,,,356957.7,407961.9,,,,,,,J,,10,JÁ,,,,,,,,,,
,,,,203,FRÍKIRKJUVEGUR,,,,,,,356951.3,407922,,,,,,,J,,10,JÁ,,,,,,,,,,
,,,,204,FRÍKIRKJUVEGUR,,,,,,,356940.4,407875.7,,,,,,,J,,10,JÁ,,,,,,,,,,
,,,,205,FRÍKIRKJUVEGUR,,,,,,,356929.5,407829.2,,,,,,,J,,10,JÁ,,,,,,,,,,
,,,,206,FRÍKIRKJUVEGUR,,,,,,,356920.4,407790.5,,,,,,,J,,10,JÁ,,,,,,,,,,
,,,,207,LÆKJARGATA,,,,,,,357128.5,408193,,,,,,,J,,5,,,,,,,,,,,
,,,,208,LÆKJARGATA,,,,,,,357105.2,408225.4,,,,,,,J,,4,,,,,,,,,,,
,,,,209,LÆKJARGATA,,,,,,,357097.4,408215.3,,,,,,,J,,4,,,,,,,,,,,
,,,,210,LÆKJARGATA,,,,,,,357089.8,408205.6,,,,,,,J,,4,,,,,,,,,,,
,,,,211,LÆKJARGATA,,,,,,,357082.1,408195.7,,,,,,,J,,4,,,,,,,,,,,
,,,,212,LÆKJARGATA,,,,,,,357073.8,408185,,,,,,,J,,4,,,,,,,,,,,
,,,,213,LÆKJARGATA,,,,,,,357065,408173.7,,,,,,,J,,4,,,,,,,,,,,
,,,,214,LÆKJARGATA,,,,,,,357057.6,408164.2,,,,,,,J,,4,,,,,,,,,,,
,,,,215,LÆKJARGATA,,,,,,,357039.8,408142,,,,,,,J,,4,,,,,,,,,,,
,,,,216,LÆKJARGATA,,,,,,,357031,408130.6,,,,,,,J,,4,,,,,,,,,,,
,,,,217,LÆKJARGATA,,,,,,,357023.9,408121.3,,,,,,,J,,4,,,,,,,,,,,
,,,,218,LÆKJARGATA,,,,,,,357012.8,408105.8,,,,,,,J,,4,,,,,,,,,,,
,,,,219,LÆKJARGATA,,,,,,,357005.4,408096.4,,,,,,,J,,4,,,,,,,,,,,
,,,,220,LÆKJARGATA,,,,,,,356998.5,408087.8,,,,,,,J,,4,,,,,,,,,,,
,,,,232,LAUGAVEGUR,,,,,,,358085.2,407749.1,,,,,,,J,,9,JÁ,,,,,,,,,,
,,,,233,LAUGAVEGUR,,,,,,,358112.7,407742.7,,,,,,,J,,9,JÁ,,,,,,,,,,
,,,,234,LAUGAVEGUR,,,,,,,358136.7,407737.1,,,,,,,J,,9,JÁ,,,,,,,,,,
,,,,235,LAUGAVEGUR,,,,,,,358159.1,407731.9,,,,,,,J,,9,JÁ,,,,,,,,,,
,,,,236,LAUGAVEGUR,,,,,,,358184.2,407727.2,,,,,,,J,,9,JÁ,,,,,,,,,,
,,,,237,RAUÐARÁRSTÍGUR,,,,,,,358189.3,407711.3,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,238,RAUÐARÁRSTÍGUR,,,,,,,358181.9,407685.2,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,239,RAUÐARÁRSTÍGUR,,,,,,,358149.4,407607.1,,,,,,,J,,8,JÁ,,,,,,,,,,
,,,,240,RAUÐARÁRSTÍGUR,,,,,,,358142,407583,,,,,,,J,,8,JÁ,,,,,,,,,,
,,,,241,RAUÐARÁRSTÍGUR,,,,,,,358142.8,407543.8,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,242,RAUÐARÁRSTÍGUR,,,,,,,358132.9,407508.6,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,243,RAUÐARÁRSTÍGUR,,,,,,,358125.2,407481.3,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,244,RAUÐARÁRSTÍGUR,,,,,,,358115.6,407447.3,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,245,RAUÐARÁRSTÍGUR,,,,,,,358101.8,407407.3,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,246,RAUÐARÁRSTÍGUR,,,,,,,358090.4,407379.3,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,247,RAUÐARÁRSTÍGUR,,,,,,,358079,407351.4,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,248,RAUÐARÁRSTÍGUR,,,,,,,358067.4,407323,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,253,RAUÐARÁRSTÍGUR,,,,,,,358172.9,407614.7,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,254,RAUÐARÁRSTÍGUR,,,,,,,358180.4,407641,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,255,RAUÐARÁRSTÍGUR,,,,,,,358176.1,407589.9,,,,,,,J,,5,,,,,,,,,,,
,,,,256,RAUÐARÁRSTÍGUR,,,,,,,358190.1,407585.9,,,,,,,J,,5,,,,,,,,,,,
,,,,257,RAUÐARÁRSTÍGUR,,,,,,,358204.3,407581.8,,,,,,,J,,5,,,,,,,,,,,
,,,,258,RAUÐARÁRSTÍGUR,,,,,,,358220.4,407577.2,,,,,,,J,,5,,,,,,,,,,,
,,,,264,GRETTISGATA,,,,,,,358125.2,407611.8,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,268,LAUGAVEGUR,,,,,,,358119.3,407671.9,,,,,,,J,,10,JÁ,,,,,,,,,,
,,,,269,LAUGAVEGUR,,,,,,,358107.4,407694.3,,,,,,,J,,10,JÁ,,,,,,,,,,
,,,,270,LAUGAVEGUR,,,,,,,358130.3,407712.6,,,,,,,J,,10,JÁ,,,,,,,,,,
,,,,271,LAUGAVEGUR,,,,,,,357465.5,408065.3,,,,,,,J,,4,,,,,,,,,,,
,,,,272,LAUGAVEGUR,,,,,,,357473.2,408057.2,,,,,,,J,,4,,,,,,,,,,,
,,,,273,LAUGAVEGUR,,,,,,,357485.2,408055.2,,,,,,,J,,4,,,,,,,,,,,
,,,,274,LAUGAVEGUR,,,,,,,357495.8,408045.2,,,,,,,J,,4,,,,,,,,,,,
,,,,275,LAUGAVEGUR,,,,,,,357510.9,408042.8,,,,,,,J,,4,,,,,,,,,,,
,,,,276,LAUGAVEGUR,,,,,,,357522.5,408031.8,,,,,,,J,,4,,,,,,,,,,,
,,,,277,LAUGAVEGUR,,,,,,,357539.2,408027.8,,,,,,,J,,4,,,,,,,,,,,
,,,,278,LAUGAVEGUR,,,,,,,357549.9,408018.1,,,,,,,J,,4,,,,,,,,,,,
,,,,279,LAUGAVEGUR,,,,,,,357564.9,408017.4,,,,,,,J,,4,,,,,,,,,,,
,,,,280,LAUGAVEGUR,,,,,,,357576.2,408007.7,,,,,,,J,,4,,,,,,,,,,,
,,,,281,LAUGAVEGUR,,,,,,,357592.4,408003.3,,,,,,,J,,4,,,,,,,,,,,
,,,,282,LAUGAVEGUR,,,,,,,357607.2,407989.6,,,,,,,J,,4,,,,,,,,,,,
,,,,283,LAUGAVEGUR,,,,,,,357626.2,407986.4,,,,,,,J,,4,,,,,,,,,,,
,,,,284,LAUGAVEGUR,,,,,,,357640.7,407972.7,,,,,,,J,,4,,,,,,,,,,,
,,,,288,VATNSSTÍGUR,,,,,,,357575.9,408054.6,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,289,VATNSSTÍGUR,,,,,,,357560.3,408030.8,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,314,KLAPPARSTÍGUR,,,,,,,357460.5,408055.5,,,,,,,J,,4,,,,,,,,,,,
,,,,324,SKÓLAVÖRÐUSTÍGUR,,,,,,,357359.1,408022.9,,,,,,,J,,4,,,,,,,,,,,
,,,,327,BERGSTAÐASTRÆTI,,,,,,,357314.8,408047.4,,,,,,,J,,5,,,,,,,,,,,
,,,,334,SPÍTALASTÍGUR,,,,,,,357243.8,407952.3,,,,,,,J,,6.3,,,,,,,,,,,
,,,,335,SPÍTALASTÍGUR,,,,,,,357209.1,407965.1,,,,,,,J,,6.3,,,,,,,,,,,
,,,,336,SPÍTALASTÍGUR,,,,,,,357176,407980.3,,,,,,,J,,6.3,,,,,,,,,,,
,,,,345,LAUGAVEGUR,,,,,,,357298.5,408150.1,,,,,,,J,,4,,,,,,,,,,,
,,,,346,LAUGAVEGUR,,,,,,,357311.6,408150,,,,,,,J,,4,,,,,,,,,,,
,,,,347,LAUGAVEGUR,,,,,,,357327.2,408136.3,,,,,,,J,,4,,,,,,,,,,,
,,,,348,LAUGAVEGUR,,,,,,,357346.1,408130.3,,,,,,,J,,4,,,,,,,,,,,
,,,,349,LAUGAVEGUR,,,,,,,357359,408119.4,,,,,,,J,,4,,,,,,,,,,,
,,,,350,LAUGAVEGUR,,,,,,,357376.9,408116.1,,,,,,,J,,4,,,,,,,,,,,
,,,,351,LAUGAVEGUR,,,,,,,357389.2,408101.9,,,,,,,J,,4,,,,,,,,,,,
,,,,352,LAUGAVEGUR,,,,,,,357408.4,408097,,,,,,,J,,4,,,,,,,,,,,
,,,,353,LAUGAVEGUR,,,,,,,357422.2,408083.5,,,,,,,J,,4,,,,,,,,,,,
,,,,354,LAUGAVEGUR,,,,,,,357440.2,408079.6,,,,,,,J,,4,,,,,,,,,,,
,,,,355,LAUGAVEGUR,,,,,,,357455.2,408067.3,,,,,,,J,,4,,,,,,,,,,,
,,,,384,VITASTÍGUR,,,,,,,357835,407917.6,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,388,VITASTÍGUR,,,,,,,357794.2,407834,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,389,VITASTÍGUR,,,,,,,357783,407811.9,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,392,VITASTÍGUR,,,,,,,357752.7,407752.4,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,395,NJÁLSGATA,,,,,,,357779.3,407719.6,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,396,NJÁLSGATA,,,,,,,357810.2,407703.2,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,397,NJÁLSGATA,,,,,,,357841.6,407686.7,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,400,FRAKKASTÍGUR,,,,,,,357641.5,407929.8,,,,,,,J,,5,,,,,,,,,,,
,,,,401,FRAKKASTÍGUR,,,,,,,357632.4,407911.5,,,,,,,J,,5,,,,,,,,,,,
,,,,432,NJÁLSGATA,,,,,,,357625.9,407829.6,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,434,NJÁLSGATA,,,,,,,357690.8,407796.1,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,445,GRETTISGATA,,,,,,,357499.4,407988.6,,,,,,,J,,10,,,,,,,,,,,
,,,,503,PÓSTHÚSSTRÆTI,,,,,,,357039.1,408345.7,,,,,,,J,,4,,,,,,,,,,,
,,,,505,STÓRAGERÐI,,,,,,,359535.5,405833.4,,,,,,,J,,5,,,,,,,,,,,
,,,,506,STÓRAGERÐI,,,,,,,359544.7,405855.5,,,,,,,J,,5,,,,,,,,,,,
,,,,507,STÓRAGERÐI,,,,,,,359554.1,405877.5,,,,,,,J,,5,,,,,,,,,,,
,,,,508,STÓRAGERÐI,,,,,,,359563.5,405899.6,,,,,,,J,,5,,,,,,,,,,,
,,,,509,STÓRAGERÐI,,,,,,,359572.8,405921.5,,,,,,,J,,5,,,,,,,,,,,
,,,,514,LAUGARNESVEGUR,,,,,,,359601.5,408302.1,,,,,,,J,,8,JÁ,,,,,,,,,,
,,,,515,LAUGARNESVEGUR,,,,,,,359581.3,408276.9,,,,,,,J,,8,JÁ,,,,,,,,,,
,,,,516,LAUGARNESVEGUR,,,,,,,359559.6,408250.8,,,,,,,J,,8,JÁ,,,,,,,,,,
,,,,517,LAUGARNESVEGUR,,,,,,,359538.2,408224,,,,,,,J,,8,JÁ,,,,,,,,,,
,,,,518,LAUGARNESVEGUR,,,,,,,359516.8,408197.3,,,,,,,J,,8,JÁ,,,,,,,,,,
,,,,519,LAUGARNESVEGUR,,,,,,,359496.3,408171.9,,,,,,,J,,8,JÁ,,,,,,,,,,
,,,,520,LAUGARNESVEGUR,,,,,,,359474.8,408142.6,,,,,,,J,,8,JÁ,,,,,,,,,,
,,,,522,LAUGARNESVEGUR,,,,,,,359454,408116.8,,,,,,,J,,8,JÁ,,,,,,,,,,
,,,,534,OTRATEIGUR,,,,,,,359607,408180,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,535,OTRATEIGUR,,,,,,,359606.7,408158.8,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,536,OTRATEIGUR,,,,,,,359606.5,408137.3,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,537,OTRATEIGUR,,,,,,,359606.1,408111,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,538,OTRATEIGUR,,,,,,,359605.8,408086.8,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,544,SUNDLAUGAVEGUR,,,,,,,359685.1,408227.9,,,,,,,J,,5,,,,,,,,,,,
,,,,545,SUNDLAUGAVEGUR,,,,,,,359684.4,408198.3,,,,,,,J,,5,,,,,,,,,,,
,,,,546,SUNDLAUGAVEGUR,,,,,,,359674.6,408165.1,,,,,,,J,,5,,,,,,,,,,,
,,,,547,SUNDLAUGAVEGUR,,,,,,,359678,408132,,,,,,,J,,5,,,,,,,,,,,
,,,,548,SUNDLAUGAVEGUR,,,,,,,359673.8,408100.9,,,,,,,J,,5,,,,,,,,,,,
,,,,549,SUNDLAUGAVEGUR,,,,,,,359707.4,408168.6,,,,,,,J,,5,,,,,,,,,,,
,,,,573,LOKASTÍGUR,,,,,,,357363.4,407898.2,,,,,,,J,,5,,,,,,,,,,,
,,,,581,FREYJUGATA,,,,,,,357384.8,407660.6,,,,,,,J,,5,,,,,,,,,,,
,,,,587,HAÐARSTÍGUR,,,,,,,357362.2,407675.3,,,,,,,J,,5,,,,,,,,,,,
,,,,588,HAÐARSTÍGUR,,,,,,,357329.9,407656.6,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,589,HAÐARSTÍGUR,,,,,,,357297.7,407639.3,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,590,HAÐARSTÍGUR,,,,,,,357264,407622.2,,,,,,,J,,7,JÁ,,,,,,,,,,
,,,,608,ÞÓRSGATA,,,,,,,357329,407886.9,,,,,,,J,,5,,,,,,,,,,,
,,,,609,ÞÓRSGATA,,,,,,,357340.1,407858.4,,,,,,,J,,5,,,,,,,,,,,
,,,,610,ÞÓRSGATA,,,,,,,357352.5,407834.7,,,,,,,J,,5,,,,,,,,,,,
,,,,611,ÞÓRSGATA,,,,,,,357365.6,407818,,,,,,,J,,5,,,,,,,,,,,
,,,,612,ÞÓRSGATA,,,,,,,357375.1,407800.3,,,,,,,J,,5,,,,,,,,,,,
,,,,613,ÞÓRSGATA,,,,,,,357389.3,407792.7,,,,,,,J,,5,,,,,,,,,,,
,,,,614,ÞÓRSGATA,,,,,,,357365.3,407789.3,,,,,,,J,,5,,,,,,,,,,,
,,,,615,ÞÓRSGATA,,,,,,,357379.5,407782.4,,,,,,,J,,5,,,,,,,,,,,
,,,,616,ÞÓRSGATA,,,,,,,357393.8,407756.3,,,,,,,J,,5,,,,,,,,,,,
,,,,617,ÞÓRSGATA,,,,,,,357409,407732.9,,,,,,,J,,5,,,,,,,,,,,
,,,,618,ÞÓRSGATA,,,,,,,357421,407710.5,,,,,,,J,,5,,,,,,,,,,,
,,,,619,ÞÓRSGATA,,,,,,,357431.8,407684.1,,,,,,,J,,5,,,,,,,,,,,
,,,,626,LOKASTÍGUR,,,,,,,357416.1,407799.4,,,,,,,J,,6.3,,,,,,,,,,,
,,,,627,LOKASTÍGUR,,,,,,,357431.7,407773,,,,,,,J,,6.3,,,,,,,,,,,
,,,,628,LOKASTÍGUR,,,,,,,357450.8,407737.3,,,,,,,J,,6.3,,,,,,,,,,,
,,,,629,LOKASTÍGUR,,,,,,,357467.7,407704.8,,,,,,,J,,6.3,,,,,,,,,,,
,,,,630,BALDURSGATA,,,,,,,357135.8,407676.7,,,,,,,J,,8,JÁ,,,,,,,,,,
,,,,631,BALDURSGATA,,,,,,,357155,407683.6,,,,,,,J,,8,JÁ,,,,,,,,,,
,,,,632,BALDURSGATA,,,,,,,357175.1,407689.3,,,,,,,J,,8,JÁ,,,,,,,,,,
,,,,633,BALDURSGATA,,,,,,,357194.6,407691,,,,,,,J,,8,JÁ,,,,,,,,,,
