ID,Lóð,Auðkenni heimtaugarskáps,Heimtaugarskápur XID,Staðsetning,Tegund viðfangs,Undirtegund,X (lengdargráða),Y (Breidd),GPS-hæð,X,Y,Eigandi Umsjón-starfsmaður,Kennitala eiganda,Þjónustuaðili,Dreifiveita,Söluaðili orku,Gjaldskrá orkusala,Hefur mæli,Dagsetning uppsetningar mælis,Mælanúmer,Veitunúmer,Staða,Ástandseinkunn
1606757,"Vesturbær, gatnakerfi",0582_01,582,Ægisgarður,Heimtaugarskápur,,-21941259,64152404,,356911.768,408838.643,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,False,,,,Virkur,Ekki skráð
1606761,"Vesturbær, gatnakerfi",0591_01,591,,Heimtaugarskápur,,-21960567,64136948,,355892.477,407161.372,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,True,06.12.2022,,10733103,Virkur,Ekki skráð
1606783,"Vesturbær, gatnakerfi",0651_01,651,Hjarðarhagi 2,Heimtaugarskápur,,-21953982,64139153,,356224.221,407391.839,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,False,,,,Virkur,Ekki skráð
1606790,"Vesturbær, gatnakerfi",0680_01,680,Eggertsgata,Heimtaugarskápur,,-21953708,64136068,,356221.4983,407047.6946,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,False,,,,Virkur,Ekki skráð
1606793,"Vesturbær, gatnakerfi",0693_01,693,Fiskislóð 53,Heimtaugarskápur,,-21944407,64156307,,356778.995,409280.46,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,False,,,,Virkur,Ekki skráð
1606802,"Vesturbær, gatnakerfi",0727_01,727,Skerplugata 1A,Heimtaugarskápur,,-21950037,64134376,,356391.28,406850.923,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,False,,,,Virkur,Ekki skráð
1607890,"Vesturbær, gatnakerfi",1121,1121,Ónóg skráning,Heimtaugarskápur,,-21953667,64155196,,356323.082,409177.694,,,,,,,False,,,,Virkur,Ekki skráð
1607894,"Vesturbær, gatnakerfi",1147,1147,Ónóg skráning,Heimtaugarskápur,,-21941443,64156445,,356923.777,409289.143,,,,,,,False,,,,Virkur,Ekki skráð
1607913,"Vesturbær, gatnakerfi",1226,1226,Ónóg skráning,Heimtaugarskápur,,-21949617,64156608,,356527.311,409325.778,,,,,,,False,,,,Virkur,Ekki skráð
1607914,"Vesturbær, gatnakerfi",1227,1227,Ónóg skráning,Heimtaugarskápur,,-21946652,64157647,,356676.829,409434.727,,,,,,,False,,,,Virkur,Ekki skráð
1607932,"Vesturbær, gatnakerfi",1270,1270,Ónóg skráning,Heimtaugarskápur,,-21935381,64154845,,357210.1472,409097.2445,,,,,,,False,,,,Virkur,Ekki skráð
1608008,"Vesturbær, gatnakerfi",1413,1413,Ónóg skráning,Heimtaugarskápur,,-21935792,64155288,,357192.4549,409147.4536,,,,,,,False,,,,Virkur,Ekki skráð
1608026,"Vesturbær, gatnakerfi",1478,1478,Ónóg skráning,Heimtaugarskápur,,-21952067,6415241,,356386.3657,408863.8739,,,,,,,False,,,,Virkur,Ekki skráð
1608036,"Vesturbær, gatnakerfi",1527,1527,Ónóg skráning,Heimtaugarskápur,,-21956893,6415118,,356145.3553,408737.8464,,,,,,,False,,,,Virkur,Ekki skráð
1607774,"Vesturbær, gatnakerfi",164,164,Ónóg skráning,Heimtaugarskápur,,-21950507,64150175,,356450.588,408611.399,,,,,,,False,,,,Virkur,Ekki skráð
1607775,"Vesturbær, gatnakerfi",165,165,Ónóg skráning,Heimtaugarskápur,,-21939531,64156016,,357014.4632,409237.0019,,,,,,,False,,,,Virkur,Ekki skráð
1607778,"Vesturbær, gatnakerfi",208,208,Ónóg skráning,Heimtaugarskápur,,-21960058,6414421,,355955.107,407968.89,,,,,,,False,,,,Virkur,Ekki skráð
1607781,"Vesturbær, gatnakerfi",262,262,Ónóg skráning,Heimtaugarskápur,,-21955041,64153129,,356245.558,408950.721,,,,,,,False,,,,Virkur,Ekki skráð
1607782,"Vesturbær, gatnakerfi",265,265,Ónóg skráning,Heimtaugarskápur,,-21946994,64151363,,356627.548,408735.786,,,,,,,False,,,,Virkur,Ekki skráð
1607784,"Vesturbær, gatnakerfi",275,275,Ónóg skráning,Heimtaugarskápur,,-21962575,64139253,,355806.819,407422.593,,,,,,,False,,,,Virkur,Ekki skráð
1607799,"Vesturbær, gatnakerfi",339,339,Ónóg skráning,Heimtaugarskápur,,-219484,64155123,,356578.753,409157.653,,,,,,,False,,,,Virkur,Ekki skráð
1607805,"Vesturbær, gatnakerfi",381,381,Ónóg skráning,Heimtaugarskápur,,-21967166,6414505,,355613.8731,408078.6763,,,,,,,False,,,,Virkur,Ekki skráð
1607758,"Vesturbær, gatnakerfi",60,60,Ónóg skráning,Heimtaugarskápur,,-21957036,6414674,,356115.243,408243.776,,,,,,,False,,,,Virkur,Ekki skráð
1607842,"Vesturbær, gatnakerfi",681,681,Ónóg skráning,Heimtaugarskápur,,-21972439,64142054,,355341.7586,407757.0412,,,,,,,False,,,,Virkur,Ekki skráð
Samtals,,,,,,,,,,,,,,,,,,,,,,,
