ID,Lóð,Auðkenni heimtaugarskáps,Heimtaugarskápur XID,Staðsetning,Tegund viðfangs,Undirtegund,X (lengdargráða),Y (Breidd),GPS-hæð,X,Y,Eigandi Umsjón-starfsmaður,Kennitala eiganda,Þjónustuaðili,Dreifiveita,Söluaðili orku,Gjaldskrá orkusala,Hefur mæli,Dagsetning uppsetningar mælis,Mælanúmer,Veitunúmer,Staða,Ástandseinkunn
1606537,"Árbær, gatnakerfi",0023_01,23,,Heimtaugarskápur,,-21835353,64119513,,361896.035,404940.141,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,True,27.07.2023,6.086.839.277,,Virkur,Ekki skráð
1606557,"Árbær, gatnakerfi",0051_01,51,,Heimtaugarskápur,,-2180374,64122389,,363449.0288,405191.8239,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,True,27.07.2023,6.086.839.276,,Virkur,Ekki skráð
1606562,"Árbær, gatnakerfi",0061_01,61,Fossháls 3,Heimtaugarskápur,,-21798813,64122455,,363689.1365,405188.5426,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,False,,,,Virkur,Ekki skráð
1606577,"Árbær, gatnakerfi",0095_01,95,Elliðavatn,Heimtaugarskápur,,-21760594,64088319,,365383.2,401304.701,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,False,,,,Virkur,Ekki skráð
1606587,"Árbær, gatnakerfi",0115_01,115,"Traðir, Víðidal",Heimtaugarskápur,,-217901,6410004,,364002.9842,402673.3775,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,False,,,,Virkur,Ekki skráð
1606624,"Árbær, gatnakerfi",0202_01,202,,Heimtaugarskápur,,-21791497,64110948,,363988.6118,403891.1474,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,True,21.06.2022,,10732029,Virkur,Ekki skráð
1606670,"Árbær, gatnakerfi",0377_01,377,,Heimtaugarskápur,,-2179431,64102968,,363812.303,403008.515,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,True,22.04.2024,6.089.319.199,,Virkur,Ekki skráð
1606695,"Árbær, gatnakerfi",0435_01,435,Rofabær 5-7,Heimtaugarskápur,,-21805895,64118027,,363322.5737,404710.6159,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,False,,,,Virkur,Ekki skráð
1606696,"Árbær, gatnakerfi",0436_01,436,Rofabær 17,Heimtaugarskápur,,-2180206,64117244,,363505.3728,404615.2254,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,False,,,,Virkur,Ekki skráð
1606697,"Árbær, gatnakerfi",0437_01,437,,Heimtaugarskápur,,-21797048,6411653,,363745.823,404524.824,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,True,09.08.2022,,10732280,Virkur,Ekki skráð
1606698,"Árbær, gatnakerfi",0438_01,438,Rofabær 39,Heimtaugarskápur,,-21789632,64115479,,364101.7039,404391.8304,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,False,,,,Virkur,Ekki skráð
1606699,"Árbær, gatnakerfi",0439_01,439,,Heimtaugarskápur,,-21810721,64116632,,363080.7,404565.7,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,True,09.09.2022,,10732490,Virkur,Ekki skráð
1606723,"Árbær, gatnakerfi",0489_01,489,Tunguháls 2,Heimtaugarskápur,,-21787172,6411793,,364233.5041,404659.5564,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,False,,,,Virkur,Ekki skráð
1606759,"Árbær, gatnakerfi",0588_01,588,járnháls 4,Heimtaugarskápur,,-21794048,6412271,,363922.3,405206.7,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,False,,,,Virkur,Ekki skráð
1606764,"Árbær, gatnakerfi",0608_01,608,,Heimtaugarskápur,,-21785815,64109807,,364259.638,403751.949,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,True,17.01.2023,,,Virkur,Ekki skráð
1606767,"Árbær, gatnakerfi",0617_01,617,Selásbraut 103,Heimtaugarskápur,,-2178619,6410554,,364220.4422,403277.4732,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,False,,,,Virkur,Ekki skráð
1606769,"Árbær, gatnakerfi",0622_01,622,Rafstöðvarvegur-Elliðaárbrú,Heimtaugarskápur,,-21839711,64123424,,361703.473,405385.252,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,False,,,,Virkur,Ekki skráð
1606772,"Árbær, gatnakerfi",0629_01,629,,Heimtaugarskápur,,-21814288,64121914,,362933.2891,405161.7034,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,True,16.04.2024,6.089.318.899,,Virkur,Ekki skráð
1606781,"Árbær, gatnakerfi",0648_01,648,Réttarháls 1,Heimtaugarskápur,,-21799413,6412016,,363648.6376,404934.2815,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,False,,,,Virkur,Ekki skráð
1606833,"Árbær, gatnakerfi",0891_01,891,,Heimtaugarskápur,,-21777096,64098215,,364627.487,402442.138,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,True,30.06.2022,,10732117,Virkur,Ekki skráð
1606835,"Árbær, gatnakerfi",0897_01,897,,Heimtaugarskápur,,-21783393,64117252,,364414.1551,404575.9533,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,True,14.06.2022,,10732012,Virkur,Ekki skráð
1606837,"Árbær, gatnakerfi",1101_01,1101,,Heimtaugarskápur,,-21768511,64102312,,365065.68,402880.124,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,True,29.06.2022,,10732116,Virkur,Ekki skráð
1607885,"Árbær, gatnakerfi",1102,1102,Ónóg skráning,Heimtaugarskápur,,-21775883,64102352,,364706.795,402900.279,,,,,,,False,,,,Virkur,Ekki skráð
1606838,"Árbær, gatnakerfi",1110_01,1110,,Heimtaugarskápur,,-21762588,64101475,,365350.1184,402774.2638,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,True,15.09.2022,6.085.259.779,10732545,Virkur,Ekki skráð
1607893,"Árbær, gatnakerfi",1135,1135,Ónóg skráning,Heimtaugarskápur,,-21778577,64095654,,364542.776,402160.102,,,,,,,False,,,,Virkur,Ekki skráð
1607899,"Árbær, gatnakerfi",1177,1177,Ónóg skráning,Heimtaugarskápur,,-21785991,6411933,,364297.865,404812.946,,,,,,,False,,,,Virkur,Ekki skráð
1607906,"Árbær, gatnakerfi",1200,1200,Ónóg skráning,Heimtaugarskápur,,-21740673,64083128,,366328.92,400684.302,,,,,,,False,,,,Virkur,Ekki skráð
1607907,"Árbær, gatnakerfi",1201,1201,Ónóg skráning,Heimtaugarskápur,,-217725,64076665,,364746.0476,400032.2054,,,,,,,False,,,,Virkur,Ekki skráð
1607908,"Árbær, gatnakerfi",1203,1203,Ónóg skráning,Heimtaugarskápur,,-21735293,64084613,,366598.328,400838.287,,,,,,,False,,,,Virkur,Ekki skráð
1607941,"Árbær, gatnakerfi",1285,1285,Ónóg skráning,Heimtaugarskápur,,-21782811,64115346,,364433.1212,404362.4114,,,,,,,False,,,,Virkur,Ekki skráð
1607970,"Árbær, gatnakerfi",1338,1338,Ónóg skráning,Heimtaugarskápur,,-21788267,6412297,,364204.9516,405223.1961,,,,,,,False,,,,Virkur,Ekki skráð
1607984,"Árbær, gatnakerfi",1362,1362,Ónóg skráning,Heimtaugarskápur,,-21789298,64116673,,364123.8169,404524.0674,,,,,,,False,,,,Virkur,Ekki skráð
1607987,"Árbær, gatnakerfi",1365,1365,Ónóg skráning,Heimtaugarskápur,,-21794584,641205,,363885.3353,404961.6625,,,,,,,False,,,,Virkur,Ekki skráð
1607988,"Árbær, gatnakerfi",1366,1366,Ónóg skráning,Heimtaugarskápur,,-21787598,64050315,,363880.4542,397129.7936,,,,,,,False,,,,Virkur,Ekki skráð
1607989,"Árbær, gatnakerfi",1367,1367,Ónóg skráning,Heimtaugarskápur,,-21794732,64122809,,363889.5161,405219.1353,,,,,,,False,,,,Virkur,Ekki skráð
1607999,"Árbær, gatnakerfi",1390,1390,Ónóg skráning,Heimtaugarskápur,,-21789295,64121199,,364146.2086,405028.1854,,,,,,,False,,,,Virkur,Ekki skráð
1608017,"Árbær, gatnakerfi",1440,1440,Ónóg skráning,Heimtaugarskápur,,-21806821,641207,,363290.7054,405010.3368,,,,,,,False,,,,Virkur,Ekki skráð
1608028,"Árbær, gatnakerfi",1480,1480,Ónóg skráning,Heimtaugarskápur,,-21787261,64123035,,364254.2554,405228.2366,,,,,,,False,,,,Virkur,Ekki skráð
1608031,"Árbær, gatnakerfi",1494,1494,Ónóg skráning,Heimtaugarskápur,,-21799558,64122983,,363655.494,405248.9893,,,,,,,False,,,,Virkur,Ekki skráð
1607790,"Árbær, gatnakerfi",290,290,Ónóg skráning,Heimtaugarskápur,,-2174066,64082997,,366328.932,400669.677,,,,,,,False,,,,Virkur,Ekki skráð
1607824,"Árbær, gatnakerfi",585,585,Ónóg skráning,Heimtaugarskápur,,-21795226,64107739,,363791.226,403541.835,,,,,,,False,,,,Virkur,Ekki skráð
1607827,"Árbær, gatnakerfi",607,607,Ónóg skráning,Heimtaugarskápur,,-21825339,6412144,,362393.025,405133.016,,,,,,,False,,,,Virkur,Ekki skráð
1607831,"Árbær, gatnakerfi",618,618,Ónóg skráning,Heimtaugarskápur,,-21787735,64120785,,364220.136,404978.7278,,,,,,,False,,,,Virkur,Ekki skráð
1607834,"Árbær, gatnakerfi",635,635,Ónóg skráning,Heimtaugarskápur,,-21802592,64122791,,363506.883,405234.0683,,,,,,,False,,,,Virkur,Ekki skráð
1607836,"Árbær, gatnakerfi",639,639,Ónóg skráning,Heimtaugarskápur,,-21808655,64121815,,363206.9347,405138.5329,,,,,,,False,,,,Virkur,Ekki skráð
1607839,"Árbær, gatnakerfi",664,664,Ónóg skráning,Heimtaugarskápur,,-21793959,64118364,,363905.2291,404722.4592,,,,,,,False,,,,Virkur,Ekki skráð
1607864,"Árbær, gatnakerfi",840,840,Ónóg skráning,Heimtaugarskápur,,-21800712,64120361,,363586.3977,404959.3668,,,,,,,False,,,,Virkur,Ekki skráð
1607878,"Árbær, gatnakerfi",890,890,Ónóg skráning,Heimtaugarskápur,,-21779945,64099245,,364493.756,402563.026,,,,,,,False,,,,Virkur,Ekki skráð
1607879,"Árbær, gatnakerfi",892,892,Ónóg skráning,Heimtaugarskápur,,-2177044,64100179,,364961.293,402646.612,,,,,,,False,,,,Virkur,Ekki skráð
1606534,"Breiðholt, gatnakerfi",0021_01,21,,Heimtaugarskápur,,-21816117,64101127,,362741.0593,402850.6177,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,True,09.09.2022,6.085.259.739,10732491,Virkur,Ekki skráð
1606598,"Breiðholt, gatnakerfi",0135_01,135,Völvufell 13,Heimtaugarskápur,,-21823649,64100663,,362371.8638,402815.3537,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,False,,,,Virkur,Ekki skráð
1606610,"Breiðholt, gatnakerfi",0162_01,162,Skógarsel 12,Heimtaugarskápur,,-21848258,64102991,,361184.903,403128.362,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,False,,,,Virkur,Ekki skráð
1606625,"Breiðholt, gatnakerfi",0207_01,207,,Heimtaugarskápur,,-21820223,64107401,,362572.259,403558.233,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,True,26.07.2023,6.086.839.279,,Virkur,Ekki skráð
1606627,"Breiðholt, gatnakerfi",0214_01,214,,Heimtaugarskápur,,-21822272,64105052,,362460.781,403301.109,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,True,15.07.2022,6.084.693.027,10732216,Virkur,Ekki skráð
1606628,"Breiðholt, gatnakerfi",0216_01,216,Stardalur,Heimtaugarskápur,,-21483175,64212377,,379446.958,414563.276,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,False,,,,Virkur,Ekki skráð
1606705,"Breiðholt, gatnakerfi",0445_01,445,,Heimtaugarskápur,,-21808218,64105678,,363148.351,403340.401,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,True,16.04.2024,6.089.319.009,,Virkur,Ekki skráð
1606711,"Breiðholt, gatnakerfi",0456_01,456,Fremristekkur 12,Heimtaugarskápur,,-21833814,64111828,,361932.539,404080.978,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,False,,,,Virkur,Ekki skráð
1606713,"Breiðholt, gatnakerfi",0468_01,468,Eyjabakki 32,Heimtaugarskápur,,-2182985,64108425,,362108.5474,403693.2857,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,False,,,,Virkur,Ekki skráð
1606719,"Breiðholt, gatnakerfi",0479_01,479,,Heimtaugarskápur,,-21827801,64115244,,362242.346,404448.215,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,True,15.07.2022,6.084.693.016,,Virkur,Ekki skráð
1606720,"Breiðholt, gatnakerfi",0480_01,480,Félagsheimili RR,Heimtaugarskápur,,-21825714,64117225,,362353.8,404664.4,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,False,,,,Virkur,Ekki skráð
1606722,"Breiðholt, gatnakerfi",0487_01,487,,Heimtaugarskápur,,-21832264,64105735,,361977.563,403399.006,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,True,09.08.2022,6.084.692.914,10732281,Virkur,Ekki skráð
1606725,"Breiðholt, gatnakerfi",0491_01,491,,Heimtaugarskápur,,-21827833,64101614,,362172.811,402930.293,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,True,20.01.2023,6.085.792.894,,Virkur,Ekki skráð
1606727,"Breiðholt, gatnakerfi",0494_01,494,Stekkjarbakki H.R,Heimtaugarskápur,,-21833165,6411269,,361968.435,404175.549,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,False,,,,Virkur,Ekki skráð
1606733,"Breiðholt, gatnakerfi",0500_01,500,,Heimtaugarskápur,,-21853584,64100076,,360910.84,402815.515,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,True,18.01.2023,6.085.792.941,,Virkur,Ekki skráð
1606734,"Breiðholt, gatnakerfi",0501_01,501,Lóuhólar 6,Heimtaugarskápur,,-21817157,64109541,,362732.176,403789.988,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,False,,,,Virkur,Ekki skráð
1606737,"Breiðholt, gatnakerfi",0505_01,505,,Heimtaugarskápur,,-21842953,64102112,,361438.879,403018.808,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,True,16.05.2024,6.089.319.104,,Virkur,Ekki skráð
1606738,"Breiðholt, gatnakerfi",0508_01,508,Dalsel 9,Heimtaugarskápur,,-21835731,6410071,,361783.603,402846.958,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,False,,,,Virkur,Ekki skráð
1606739,"Breiðholt, gatnakerfi",0509_01,509,Stórihjalli 2A,Heimtaugarskápur,,-21856551,64110158,,360817.1,403944.8,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,False,,,,Virkur,Ekki skráð
1606741,"Breiðholt, gatnakerfi",0515_01,515,Kleifarsel 26,Heimtaugarskápur,,-21837877,64094562,,361648.353,402166.872,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,False,,,,Virkur,Ekki skráð
1606743,"Breiðholt, gatnakerfi",0522_01,522,,Heimtaugarskápur,,-21813979,6410529,,362865.8346,403309.6221,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,True,22.04.2024,6.089.319.279,,Virkur,Ekki skráð
1606744,"Breiðholt, gatnakerfi",0524_01,524,Dalvegur 4a,Heimtaugarskápur,,-21875361,64104908,,359874.6,403401.7,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,False,,,,Virkur,Ekki skráð
1606747,"Breiðholt, gatnakerfi",0537_01,537,Flúðasel 28,Heimtaugarskápur,,-21831569,64097836,,361971.988,402517.705,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,False,,,,Virkur,Ekki skráð
1606753,"Breiðholt, gatnakerfi",0566_01,566,Orrahólar 7,Heimtaugarskápur,,-218098,64108689,,363086.203,403679.108,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,False,,,,Virkur,Ekki skráð
1607823,"Breiðholt, gatnakerfi",0578_01,578,,Heimtaugarskápur,,-21845202,6409768,,361307.12,402530.19,,,,,,,True,30.04.2024,6.089.319.272,,Virkur,Ekki skráð
1606763,"Breiðholt, gatnakerfi",0605_01,605,,Heimtaugarskápur,,-21820975,64115143,,362574.156,404422.158,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,True,16.05.2024,6.089.319.106,,Virkur,Ekki skráð
1606780,"Breiðholt, gatnakerfi",0647_01,647,Árskógar 10,Heimtaugarskápur,,-2184711,64105792,,361254.876,403437.77,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,False,,,,Virkur,Ekki skráð
1606810,"Breiðholt, gatnakerfi",0778_01,778,Salavegur,Heimtaugarskápur,,-21856397,64094324,,360744.85,402181.032,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,False,,,,Virkur,Ekki skráð
1606821,"Breiðholt, gatnakerfi",0806_01,806,Lómasalir 1a,Heimtaugarskápur,,-218444,6409103,,361312.8238,401787.8401,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,False,,,,Virkur,Ekki skráð
1607891,"Breiðholt, gatnakerfi",1123,1123,Ónóg skráning,Heimtaugarskápur,,-21824966,6410222,,362315.487,402991.632,,,,,,,False,,,,Virkur,Ekki skráð
1607802,"Breiðholt, gatnakerfi",355,355,Ónóg skráning,Heimtaugarskápur,,-21842902,64108227,,361472.017,403699.766,,,,,,,False,,,,Virkur,Ekki skráð
1607820,"Breiðholt, gatnakerfi",485,485,Ónóg skráning,Heimtaugarskápur,,-21839224,64108155,,361650.7595,403683.6996,,,,,,,False,,,,Virkur,Ekki skráð
1607830,"Breiðholt, gatnakerfi",616,616,Ónóg skráning,Heimtaugarskápur,,-21826582,64096702,,362209.298,402380.514,,,,,,,False,,,,Virkur,Ekki skráð
1607856,"Breiðholt, gatnakerfi",791,791,Ónóg skráning,Heimtaugarskápur,,-21829222,64113668,,362165.29,404275.811,,,,,,,False,,,,Virkur,Ekki skráð
1606584,"Grafarholt-Úlfarsárdalur, gatnakerfi",0111_01,111,Grafarholt H.R,Heimtaugarskápur,,-21767178,64129323,,365262.3874,405885.6964,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,False,,,,Virkur,Ekki skráð
1606596,"Grafarholt-Úlfarsárdalur, gatnakerfi",0131_01,131,Svöluhöfði 8A,Heimtaugarskápur,,-21720629,64169722,,367721.282,410286.866,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,False,,,,Virkur,Ekki skráð
1606736,"Grafarholt-Úlfarsárdalur, gatnakerfi",0504_01,504,,Heimtaugarskápur,,-2177099,64119567,,365029.236,404807.2459,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,True,14.06.2022,6.084.693.125,10732011,Virkur,Ekki skráð
1606789,"Grafarholt-Úlfarsárdalur, gatnakerfi",0671_01,671,Bæjarás 6a,Heimtaugarskápur,,-21675991,64171138,,369896.988,410351.971,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,False,,,,Virkur,Ekki skráð
1606805,"Grafarholt-Úlfarsárdalur, gatnakerfi",0736_01,736,Tryggvagata 17,Heimtaugarskápur,,-21940741,64149442,,356921.6,408507.6,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,False,,,,Virkur,Ekki skráð
1606807,"Grafarholt-Úlfarsárdalur, gatnakerfi",0749_01,749,Skarhólabraut,Heimtaugarskápur,,-21723757,64158646,,367516.0889,409059.7544,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,False,,,,Virkur,Ekki skráð
1606812,"Grafarholt-Úlfarsárdalur, gatnakerfi",0787_01,787,Lambhagavegur 17A,Heimtaugarskápur,,-217586,64136129,,365712.8956,406625.3671,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,False,,,,Virkur,Ekki skráð
1606813,"Grafarholt-Úlfarsárdalur, gatnakerfi",0788_01,788,,Heimtaugarskápur,,-21752494,6413322,,365995.8362,406288.4779,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,True,14.06.2022,6.084.693.138,10732013,Virkur,Ekki skráð
1606818,"Grafarholt-Úlfarsárdalur, gatnakerfi",0800_01,800,,Heimtaugarskápur,,-21763942,6412668,,365406.9652,405584.3694,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,True,15.05.2024,6.089.319.108,,Virkur,Ekki skráð
1606819,"Grafarholt-Úlfarsárdalur, gatnakerfi",0801_01,801,,Heimtaugarskápur,,-21765108,6412402,,365337.2514,405290.6208,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,True,17.01.2023,,,Virkur,Ekki skráð
1606820,"Grafarholt-Úlfarsárdalur, gatnakerfi",0803_01,803,,Heimtaugarskápur,,-21754512,64126599,,365865.5028,405555.3656,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,True,15.05.2024,,,Virkur,Ekki skráð
1606823,"Grafarholt-Úlfarsárdalur, gatnakerfi",0810_01,810,Naustanes,Heimtaugarskápur,,-21706837,6420102,,368540.8,413744.1,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,False,,,,Virkur,Ekki skráð
1606824,"Grafarholt-Úlfarsárdalur, gatnakerfi",0813_01,813,Varmidalur III,Heimtaugarskápur,,-21680451,64193007,,369783.6,412796.9,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,False,,,,Virkur,Ekki skráð
1606825,"Grafarholt-Úlfarsárdalur, gatnakerfi",0841_01,841,,Heimtaugarskápur,,-2175042,64124527,,366054.566,405315.82,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,True,28.02.2023,,,Virkur,Ekki skráð
1606826,"Grafarholt-Úlfarsárdalur, gatnakerfi",0842_01,842,,Heimtaugarskápur,,-21749295,6412888,,366130.433,405798.312,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,True,15.05.2024,6.089.319.110,,Virkur,Ekki skráð
1606827,"Grafarholt-Úlfarsárdalur, gatnakerfi",0844_01,844,Þórðarsveigur 12A,Heimtaugarskápur,,-21744427,64126845,,366357.4609,405561.4043,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,False,,,,Virkur,Ekki skráð
1606829,"Grafarholt-Úlfarsárdalur, gatnakerfi",0861_01,861,,Heimtaugarskápur,,-21739487,64126066,,366594.115,405464.16,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,True,19.09.2022,,10732562,Virkur,Ekki skráð
1607871,"Grafarholt-Úlfarsárdalur, gatnakerfi",0862_01,862,,Heimtaugarskápur,,-21763367,64129996,,365451.1,405952.4636,,,,,,,True,,,,Virkur,Ekki skráð
1607895,"Grafarholt-Úlfarsárdalur, gatnakerfi",1148,1148,Ónóg skráning,Heimtaugarskápur,,-21750892,64100656,,365915.8638,402658.167,,,,,,,False,,,,Virkur,Ekki skráð
1606840,"Grafarholt-Úlfarsárdalur, gatnakerfi",1156_01,1156,,Heimtaugarskápur,,-21779878,64123146,,364614.143,405224.85,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,True,24.01.2023,,,Virkur,Ekki skráð
1607898,"Grafarholt-Úlfarsárdalur, gatnakerfi",1163_01,1163,,Heimtaugarskápur,,-21743448,64133232,,366436.009,406270.632,,,,,,,True,15.05.2024,6.089.319.101,,Virkur,Ekki skráð
1607900,"Grafarholt-Úlfarsárdalur, gatnakerfi",1178_01,1178,,Heimtaugarskápur,,-21740264,64136054,,366604.5321,406578.1945,,,,,,,True,22.04.2024,6.089.319.200,,Virkur,Ekki skráð
1607904,"Grafarholt-Úlfarsárdalur, gatnakerfi",1195_01,1195,,Heimtaugarskápur,,-2173739,64132737,,366728.3603,406202.7001,,,,,,,True,15.05.2024,6.089.319.102,,Virkur,Ekki skráð
1606841,"Grafarholt-Úlfarsárdalur, gatnakerfi",1196_01,1196,,Heimtaugarskápur,,-2173316,64135459,,366947.2844,406497.0388,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,True,18.10.2022,,10732740,Virkur,Ekki skráð
1606842,"Grafarholt-Úlfarsárdalur, gatnakerfi",1197_01,1197,,Heimtaugarskápur,,-21725076,64127794,,367303.759,405626.31,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,True,15.09.2022,,10732544,Virkur,Ekki skráð
1606843,"Grafarholt-Úlfarsárdalur, gatnakerfi",1198_01,1198,,Heimtaugarskápur,,-21727247,64129564,,367206.6,405828,Reykjavíkurborg - eignasjóður,5704800149,Ljóstvistar,Veitur,N1,,True,18.10.2022,,10732739,Virkur,Ekki skráð
1607916,"Grafarholt-Úlfarsárdalur, gatnakerfi",1233,1233,Ónóg skráning,Heimtaugarskápur,,-21736958,64098555,,366584.466,402394.664,,,,,,,False,,,,Virkur,Ekki skráð
1607919,"Grafarholt-Úlfarsárdalur, gatnakerfi",1238,1238,Ónóg skráning,Heimtaugarskápur,,-21777033,64115241,,364713.9007,404338.2436,,,,,,,False,,,,Virkur,Ekki skráð
1607921,"Grafarholt-Úlfarsárdalur, gatnakerfi",1246,1246,Ónóg skráning,Heimtaugarskápur,,-21726627,6411197,,367152.2256,403867.0757,,,,,,,False,,,,Virkur,Ekki skráð
1607922,"Grafarholt-Úlfarsárdalur, gatnakerfi",1247,1247,Ónóg skráning,Heimtaugarskápur,,-2175228,64140026,,366039.255,407046.022,,,,,,,False,,,,Virkur,Ekki skráð
1607931,"Grafarholt-Úlfarsárdalur, gatnakerfi",1269,1269,Ónóg skráning,Heimtaugarskápur,,-2171072,64146784,,368093.1135,407711.3032,,,,,,,False,,,,Virkur,Ekki skráð
1607933,"Grafarholt-Úlfarsárdalur, gatnakerfi",1271,1271,Ónóg skráning,Heimtaugarskápur,,-21698545,64099735,,368461.3919,402445.6808,,,,,,,False,,,,Virkur,Ekki skráð
1607940,"Grafarholt-Úlfarsárdalur, gatnakerfi",1284,1284,Ónóg skráning,Heimtaugarskápur,,-2170762,64110231,,368069.4259,403633.5866,,,,,,,False,,,,Virkur,Ekki skráð
1607951,"Grafarholt-Úlfarsárdalur, gatnakerfi",1305,1305,Ónóg skráning,Heimtaugarskápur,,-21681696,64141724,,369480.7259,407087.5473,,,,,,,False,,,,Virkur,Ekki skráð
